JayID,Sex,AgeKnown,NatalNest,FldgDate,LastObsDate,USFWBand,Difference,ClutchNum
FR-C,F,Y,MIDR993,5/24/1999,1/14/2004,1513-50328,1696,2
FR-C,F,Y,MIDR993,5/24/1999,1/14/2004,1513-50328,1696,2
FR-C,F,Y,MIDR993,5/24/1999,1/14/2004,1513-50328,1696,2
FR-C,F,Y,MIDR993,5/24/1999,1/14/2004,1513-50328,1696,2
FR-C,F,Y,MIDR993,5/24/1999,1/14/2004,1513-50328,1696,2
FR-C,F,Y,MIDR993,5/24/1999,1/14/2004,1513-50328,1696,2
FR-C,F,Y,MIDR993,5/24/1999,1/14/2004,1513-50328,1696,2
FR-C,F,Y,MIDR993,5/24/1999,1/14/2004,1513-50328,1696,2
FR-C,F,Y,MIDR993,5/24/1999,1/14/2004,1513-50328,1696,2
FR-C,F,Y,MIDR993,5/24/1999,1/14/2004,1513-50328,1696,2
FR-C,F,Y,MIDR993,5/24/1999,1/14/2004,1513-50328,1696,2
FR-C,F,Y,MIDR993,5/24/1999,1/14/2004,1513-50328,1696,2
FR-C,F,Y,MIDR993,5/24/1999,1/14/2004,1513-50328,1696,2
FR-C,F,Y,MIDR993,5/24/1999,1/14/2004,1513-50328,1696,2
FR-C,F,Y,MIDR993,5/24/1999,1/14/2004,1513-50328,1696,2
Z-WY,M,Y,SCOP931,4/25/1993,7/12/2001,1513-50330,3000,1
Z-WY,M,Y,SCOP931,4/25/1993,7/12/2001,1513-50330,3000,1
Z-WY,M,Y,SCOP931,4/25/1993,7/12/2001,1513-50330,3000,1
Z-WY,M,Y,SCOP931,4/25/1993,7/12/2001,1513-50330,3000,1
Z-WY,M,Y,SCOP931,4/25/1993,7/12/2001,1513-50330,3000,1
Z-WY,M,Y,SCOP931,4/25/1993,7/12/2001,1513-50330,3000,1
Z-WY,M,Y,SCOP931,4/25/1993,7/12/2001,1513-50330,3000,1
Z-WY,M,Y,SCOP931,4/25/1993,7/12/2001,1513-50330,3000,1
Z-WY,M,Y,SCOP931,4/25/1993,7/12/2001,1513-50330,3000,1
Z-WY,M,Y,SCOP931,4/25/1993,7/12/2001,1513-50330,3000,1
Z-WY,M,Y,SCOP931,4/25/1993,7/12/2001,1513-50330,3000,1
Z-WY,M,Y,SCOP931,4/25/1993,7/12/2001,1513-50330,3000,1
Z-WY,M,Y,SCOP931,4/25/1993,7/12/2001,1513-50330,3000,1
Z-WY,M,Y,SCOP931,4/25/1993,7/12/2001,1513-50330,3000,1
Z-WY,M,Y,SCOP931,4/25/1993,7/12/2001,1513-50330,3000,1
Z-WY,M,Y,SCOP931,4/25/1993,7/12/2001,1513-50330,3000,1
Z-WY,M,Y,SCOP931,4/25/1993,7/12/2001,1513-50330,3000,1
Z-WY,M,Y,SCOP931,4/25/1993,7/12/2001,1513-50330,3000,1
Z-WY,M,Y,SCOP931,4/25/1993,7/12/2001,1513-50330,3000,1
Z-WY,M,Y,SCOP931,4/25/1993,7/12/2001,1513-50330,3000,1
Z-WY,M,Y,SCOP931,4/25/1993,7/12/2001,1513-50330,3000,1
Z-WY,M,Y,SCOP931,4/25/1993,7/12/2001,1513-50330,3000,1
RL-C,F,Y,FENC993,6/5/1999,3/14/2012,1513-50331,4666,2
RL-C,F,Y,FENC993,6/5/1999,3/14/2012,1513-50331,4666,2
GL-C,M,Y,FENC993,6/5/1999,8/18/1999,1513-50332,74,2
GL-C,M,Y,FENC993,6/5/1999,8/18/1999,1513-50332,74,2
Yn-C,F,Y,FENC993,6/5/1999,6/30/1999,1513-50333,25,2
Gn-C,M,Y,XRDS992,6/5/1999,6/6/1999,1513-50335,1,2
Wn-C,M,Y,HARY993,6/11/1999,6/9/1999,1513-50339,-2,3
Rn-C,M,Y,HARY993,6/11/1999,6/25/1999,1513-50340,14,3
OO-C,M,Y,JERE993,6/11/1999,10/13/1999,1513-50341,124,2
OO-C,M,Y,JERE993,6/11/1999,10/13/1999,1513-50341,124,2
Ln-C,F,Y,JERE993,6/11/1999,6/10/1999,1513-50342,-1,2
Fn-C,F,Y,JERE993,6/11/1999,6/29/1999,1513-50343,18,2
An-C,F,Y,JERE993,6/11/1999,6/16/1999,1513-50344,5,2
GO-C,F,Y,EBAY994,6/15/1999,4/11/2001,1513-50345,666,3
GO-C,F,Y,EBAY994,6/15/1999,4/11/2001,1513-50345,666,3
GO-C,F,Y,EBAY994,6/15/1999,4/11/2001,1513-50345,666,3
GO-C,F,Y,EBAY994,6/15/1999,4/11/2001,1513-50345,666,3
GO-C,F,Y,EBAY994,6/15/1999,4/11/2001,1513-50345,666,3
GO-C,F,Y,EBAY994,6/15/1999,4/11/2001,1513-50345,666,3
GO-C,F,Y,EBAY994,6/15/1999,4/11/2001,1513-50345,666,3
GO-C,F,Y,EBAY994,6/15/1999,4/11/2001,1513-50345,666,3
GO-C,F,Y,EBAY994,6/15/1999,4/11/2001,1513-50345,666,3
GO-C,F,Y,EBAY994,6/15/1999,4/11/2001,1513-50345,666,3
GO-C,F,Y,EBAY994,6/15/1999,4/11/2001,1513-50345,666,3
YO-C,M,Y,EBAY994,6/15/1999,3/13/2001,1513-50346,637,3
YO-C,M,Y,EBAY994,6/15/1999,3/13/2001,1513-50346,637,3
YO-C,M,Y,EBAY994,6/15/1999,3/13/2001,1513-50346,637,3
YO-C,M,Y,EBAY994,6/15/1999,3/13/2001,1513-50346,637,3
YO-C,M,Y,EBAY994,6/15/1999,3/13/2001,1513-50346,637,3
YO-C,M,Y,EBAY994,6/15/1999,3/13/2001,1513-50346,637,3
YO-C,M,Y,EBAY994,6/15/1999,3/13/2001,1513-50346,637,3
YO-C,M,Y,EBAY994,6/15/1999,3/13/2001,1513-50346,637,3
YO-C,M,Y,EBAY994,6/15/1999,3/13/2001,1513-50346,637,3
YO-C,M,Y,EBAY994,6/15/1999,3/13/2001,1513-50346,637,3
YO-C,M,Y,EBAY994,6/15/1999,3/13/2001,1513-50346,637,3
YO-C,M,Y,EBAY994,6/15/1999,3/13/2001,1513-50346,637,3
YO-C,M,Y,EBAY994,6/15/1999,3/13/2001,1513-50346,637,3
YO-C,M,Y,EBAY994,6/15/1999,3/13/2001,1513-50346,637,3
YO-C,M,Y,EBAY994,6/15/1999,3/13/2001,1513-50346,637,3
YO-C,M,Y,EBAY994,6/15/1999,3/13/2001,1513-50346,637,3
YO-C,M,Y,EBAY994,6/15/1999,3/13/2001,1513-50346,637,3
YO-C,M,Y,EBAY994,6/15/1999,3/13/2001,1513-50346,637,3
YO-C,M,Y,EBAY994,6/15/1999,3/13/2001,1513-50346,637,3
YO-C,M,Y,EBAY994,6/15/1999,3/13/2001,1513-50346,637,3
YO-C,M,Y,EBAY994,6/15/1999,3/13/2001,1513-50346,637,3
YO-C,M,Y,EBAY994,6/15/1999,3/13/2001,1513-50346,637,3
YO-C,M,Y,EBAY994,6/15/1999,3/13/2001,1513-50346,637,3
YO-C,M,Y,EBAY994,6/15/1999,3/13/2001,1513-50346,637,3
YO-C,M,Y,EBAY994,6/15/1999,3/13/2001,1513-50346,637,3
YO-C,M,Y,EBAY994,6/15/1999,3/13/2001,1513-50346,637,3
YO-C,M,Y,EBAY994,6/15/1999,3/13/2001,1513-50346,637,3
YO-C,M,Y,EBAY994,6/15/1999,3/13/2001,1513-50346,637,3
YO-C,M,Y,EBAY994,6/15/1999,3/13/2001,1513-50346,637,3
YO-C,M,Y,EBAY994,6/15/1999,3/13/2001,1513-50346,637,3
YO-C,M,Y,EBAY994,6/15/1999,3/13/2001,1513-50346,637,3
YO-C,M,Y,EBAY994,6/15/1999,3/13/2001,1513-50346,637,3
YO-C,M,Y,EBAY994,6/15/1999,3/13/2001,1513-50346,637,3
YO-C,M,Y,EBAY994,6/15/1999,3/13/2001,1513-50346,637,3
Bn-C,M,Y,EBAY994,6/15/1999,6/13/1999,1513-50347,-2,3
Pn-C,M,Y,PUMP993,6/24/1999,6/21/1999,1513-50348,-3,3
On-C,F,Y,PUMP993,6/24/1999,6/24/1999,1513-50349,0,3
Wn-C,M,Y,SCOP994,6/27/1999,6/27/1999,1513-50350,0,3
Gn-C,F,Y,SCOP994,6/27/1999,6/27/1999,1513-50352,0,3
-BWC,F,Y,SCRP001,4/19/2000,6/21/2000,1513-50389,63,1
-BWC,F,Y,SCRP001,4/19/2000,6/21/2000,1513-50389,63,1
-PWC,M,Y,SCRP001,4/19/2000,12/12/2000,1513-50390,237,1
-PWC,M,Y,SCRP001,4/19/2000,12/12/2000,1513-50390,237,1
-PWC,M,Y,SCRP001,4/19/2000,12/12/2000,1513-50390,237,1
-PWC,M,Y,SCRP001,4/19/2000,12/12/2000,1513-50390,237,1
-PWC,M,Y,SCRP001,4/19/2000,12/12/2000,1513-50390,237,1
-OWC,M,Y,SCRP001,4/19/2000,4/12/2005,1513-50391,1819,1
-OWC,M,Y,SCRP001,4/19/2000,4/12/2005,1513-50391,1819,1
-OWC,M,Y,SCRP001,4/19/2000,4/12/2005,1513-50391,1819,1
-OWC,M,Y,SCRP001,4/19/2000,4/12/2005,1513-50391,1819,1
-OWC,M,Y,SCRP001,4/19/2000,4/12/2005,1513-50391,1819,1
-OWC,M,Y,SCRP001,4/19/2000,4/12/2005,1513-50391,1819,1
-OWC,M,Y,SCRP001,4/19/2000,4/12/2005,1513-50391,1819,1
-OWC,M,Y,SCRP001,4/19/2000,4/12/2005,1513-50391,1819,1
-OWC,M,Y,SCRP001,4/19/2000,4/12/2005,1513-50391,1819,1
-OWC,M,Y,SCRP001,4/19/2000,4/12/2005,1513-50391,1819,1
-OWC,M,Y,SCRP001,4/19/2000,4/12/2005,1513-50391,1819,1
-OWC,M,Y,SCRP001,4/19/2000,4/12/2005,1513-50391,1819,1
-OWC,M,Y,SCRP001,4/19/2000,4/12/2005,1513-50391,1819,1
-OWC,M,Y,SCRP001,4/19/2000,4/12/2005,1513-50391,1819,1
-FWC,M,Y,SFLS001,4/24/2000,6/28/2000,1513-50392,65,1
-FWC,M,Y,SFLS001,4/24/2000,6/28/2000,1513-50392,65,1
-FWC,M,Y,SFLS001,4/24/2000,6/28/2000,1513-50392,65,1
-AWC,M,Y,SFLS001,4/24/2000,6/27/2000,1513-50393,64,1
-AWC,M,Y,SFLS001,4/24/2000,6/27/2000,1513-50393,64,1
-BRC,M,Y,BALD001,4/23/2000,7/12/2001,1513-50398,445,1
-BRC,M,Y,BALD001,4/23/2000,7/12/2001,1513-50398,445,1
-PRC,M,Y,BALD001,4/23/2000,7/17/2000,1513-50399,85,1
-PRC,M,Y,BALD001,4/23/2000,7/17/2000,1513-50399,85,1
-OnC,F,Y,BALD001,4/23/2000,5/23/2000,1513-50400,30,1
-WGC,F,Y,BIGL001,4/28/2000,7/12/2001,1513-50704,440,1
-WGC,F,Y,BIGL001,4/28/2000,7/12/2001,1513-50704,440,1
-WGC,F,Y,BIGL001,4/28/2000,7/12/2001,1513-50704,440,1
-WGC,F,Y,BIGL001,4/28/2000,7/12/2001,1513-50704,440,1
-WGC,F,Y,BIGL001,4/28/2000,7/12/2001,1513-50704,440,1
-RnC,F,Y,BIGL001,4/28/2000,4/28/2000,1513-50705,0,1
-GGC,M,Y,BIGL001,4/28/2000,11/11/2004,1513-50706,1658,1
-GGC,M,Y,BIGL001,4/28/2000,11/11/2004,1513-50706,1658,1
-GGC,M,Y,BIGL001,4/28/2000,11/11/2004,1513-50706,1658,1
-GGC,M,Y,BIGL001,4/28/2000,11/11/2004,1513-50706,1658,1
-GGC,M,Y,BIGL001,4/28/2000,11/11/2004,1513-50706,1658,1
-GGC,M,Y,BIGL001,4/28/2000,11/11/2004,1513-50706,1658,1
-GGC,M,Y,BIGL001,4/28/2000,11/11/2004,1513-50706,1658,1
-GGC,M,Y,BIGL001,4/28/2000,11/11/2004,1513-50706,1658,1
-GGC,M,Y,BIGL001,4/28/2000,11/11/2004,1513-50706,1658,1
-GGC,M,Y,BIGL001,4/28/2000,11/11/2004,1513-50706,1658,1
-GGC,M,Y,BIGL001,4/28/2000,11/11/2004,1513-50706,1658,1
-GGC,M,Y,BIGL001,4/28/2000,11/11/2004,1513-50706,1658,1
-GGC,M,Y,BIGL001,4/28/2000,11/11/2004,1513-50706,1658,1
-GGC,M,Y,BIGL001,4/28/2000,11/11/2004,1513-50706,1658,1
-GGC,M,Y,BIGL001,4/28/2000,11/11/2004,1513-50706,1658,1
-GGC,M,Y,BIGL001,4/28/2000,11/11/2004,1513-50706,1658,1
-GGC,M,Y,BIGL001,4/28/2000,11/11/2004,1513-50706,1658,1
-GGC,M,Y,BIGL001,4/28/2000,11/11/2004,1513-50706,1658,1
-GGC,M,Y,BIGL001,4/28/2000,11/11/2004,1513-50706,1658,1
-GGC,M,Y,BIGL001,4/28/2000,11/11/2004,1513-50706,1658,1
-GGC,M,Y,BIGL001,4/28/2000,11/11/2004,1513-50706,1658,1
-GGC,M,Y,BIGL001,4/28/2000,11/11/2004,1513-50706,1658,1
-GGC,M,Y,BIGL001,4/28/2000,11/11/2004,1513-50706,1658,1
-GGC,M,Y,BIGL001,4/28/2000,11/11/2004,1513-50706,1658,1
-GGC,M,Y,BIGL001,4/28/2000,11/11/2004,1513-50706,1658,1
-GGC,M,Y,BIGL001,4/28/2000,11/11/2004,1513-50706,1658,1
-YnC,M,Y,BIGL001,4/28/2000,4/28/2000,1513-50707,0,1
-BnC,M,Y,CHOP001,4/27/2000,4/27/2000,1513-50708,0,1
-AGC,M,Y,CHOP001,4/27/2000,12/12/2000,1513-50709,229,1
-AGC,M,Y,CHOP001,4/27/2000,12/12/2000,1513-50709,229,1
-AGC,M,Y,CHOP001,4/27/2000,12/12/2000,1513-50709,229,1
-OGC,F,Y,CHOP001,4/27/2000,7/12/2001,1513-50710,441,1
-OGC,F,Y,CHOP001,4/27/2000,7/12/2001,1513-50710,441,1
-OGC,F,Y,CHOP001,4/27/2000,7/12/2001,1513-50710,441,1
-LGC,M,Y,CHOP001,4/27/2000,8/10/2000,1513-50711,105,1
-LGC,M,Y,CHOP001,4/27/2000,8/10/2000,1513-50711,105,1
-WAC,F,Y,MERL001,4/28/2000,7/17/2000,1513-50712,80,1
-WAC,F,Y,MERL001,4/28/2000,7/17/2000,1513-50712,80,1
-WAC,F,Y,MERL001,4/28/2000,7/17/2000,1513-50712,80,1
-RAC,F,Y,MERL001,4/28/2000,4/11/2001,1513-50713,348,1
-RAC,F,Y,MERL001,4/28/2000,4/11/2001,1513-50713,348,1
-GnC,F,Y,MERL001,4/28/2000,6/23/2000,1513-50714,56,1
-YAC,M,Y,MERL001,4/28/2000,5/14/2001,1513-50715,381,1
-YAC,M,Y,MERL001,4/28/2000,5/14/2001,1513-50715,381,1
-WWC,F,Y,LOPZ002,4/27/2000,7/12/2001,1513-50716,441,1
-WWC,F,Y,LOPZ002,4/27/2000,7/12/2001,1513-50716,441,1
-RWC,M,Y,LOPZ002,4/27/2000,12/12/2005,1513-50717,2055,1
-RWC,M,Y,LOPZ002,4/27/2000,12/12/2005,1513-50717,2055,1
-RWC,M,Y,LOPZ002,4/27/2000,12/12/2005,1513-50717,2055,1
-GWC,F,Y,LOPZ002,4/27/2000,12/14/2011,1513-50718,4248,1
-GWC,F,Y,LOPZ002,4/27/2000,12/14/2011,1513-50718,4248,1
-GWC,F,Y,LOPZ002,4/27/2000,12/14/2011,1513-50718,4248,1
-GWC,F,Y,LOPZ002,4/27/2000,12/14/2011,1513-50718,4248,1
-GWC,F,Y,LOPZ002,4/27/2000,12/14/2011,1513-50718,4248,1
-GWC,F,Y,LOPZ002,4/27/2000,12/14/2011,1513-50718,4248,1
-YnC,F,Y,LOPZ002,4/27/2000,4/27/2000,1513-50719,0,1
-WYC,M,Y,NPOL002,4/28/2000,6/13/2002,1513-50720,776,1
-WYC,M,Y,NPOL002,4/28/2000,6/13/2002,1513-50720,776,1
-WYC,M,Y,NPOL002,4/28/2000,6/13/2002,1513-50720,776,1
-WYC,M,Y,NPOL002,4/28/2000,6/13/2002,1513-50720,776,1
-WYC,M,Y,NPOL002,4/28/2000,6/13/2002,1513-50720,776,1
-WYC,M,Y,NPOL002,4/28/2000,6/13/2002,1513-50720,776,1
-WYC,M,Y,NPOL002,4/28/2000,6/13/2002,1513-50720,776,1
-WYC,M,Y,NPOL002,4/28/2000,6/13/2002,1513-50720,776,1
-WYC,M,Y,NPOL002,4/28/2000,6/13/2002,1513-50720,776,1
-WYC,M,Y,NPOL002,4/28/2000,6/13/2002,1513-50720,776,1
-WYC,M,Y,NPOL002,4/28/2000,6/13/2002,1513-50720,776,1
-WYC,M,Y,NPOL002,4/28/2000,6/13/2002,1513-50720,776,1
-WYC,M,Y,NPOL002,4/28/2000,6/13/2002,1513-50720,776,1
-WYC,M,Y,NPOL002,4/28/2000,6/13/2002,1513-50720,776,1
-RYC,F,Y,NPOL002,4/28/2000,11/14/2006,1513-50721,2391,1
-RYC,F,Y,NPOL002,4/28/2000,11/14/2006,1513-50721,2391,1
-RYC,F,Y,NPOL002,4/28/2000,11/14/2006,1513-50721,2391,1
-RYC,F,Y,NPOL002,4/28/2000,11/14/2006,1513-50721,2391,1
-GYC,M,Y,NPOL002,4/28/2000,8/18/2003,1513-50722,1207,1
-GYC,M,Y,NPOL002,4/28/2000,8/18/2003,1513-50722,1207,1
-GYC,M,Y,NPOL002,4/28/2000,8/18/2003,1513-50722,1207,1
-GYC,M,Y,NPOL002,4/28/2000,8/18/2003,1513-50722,1207,1
-GYC,M,Y,NPOL002,4/28/2000,8/18/2003,1513-50722,1207,1
-GYC,M,Y,NPOL002,4/28/2000,8/18/2003,1513-50722,1207,1
-GYC,M,Y,NPOL002,4/28/2000,8/18/2003,1513-50722,1207,1
-GYC,M,Y,NPOL002,4/28/2000,8/18/2003,1513-50722,1207,1
-GYC,M,Y,NPOL002,4/28/2000,8/18/2003,1513-50722,1207,1
-GYC,M,Y,NPOL002,4/28/2000,8/18/2003,1513-50722,1207,1
-GYC,M,Y,NPOL002,4/28/2000,8/18/2003,1513-50722,1207,1
-GYC,M,Y,NPOL002,4/28/2000,8/18/2003,1513-50722,1207,1
-GYC,M,Y,NPOL002,4/28/2000,8/18/2003,1513-50722,1207,1
-GYC,M,Y,NPOL002,4/28/2000,8/18/2003,1513-50722,1207,1
-GYC,M,Y,NPOL002,4/28/2000,8/18/2003,1513-50722,1207,1
-GYC,M,Y,NPOL002,4/28/2000,8/18/2003,1513-50722,1207,1
-GYC,M,Y,NPOL002,4/28/2000,8/18/2003,1513-50722,1207,1
-GYC,M,Y,NPOL002,4/28/2000,8/18/2003,1513-50722,1207,1
-GYC,M,Y,NPOL002,4/28/2000,8/18/2003,1513-50722,1207,1
-GYC,M,Y,NPOL002,4/28/2000,8/18/2003,1513-50722,1207,1
-GYC,M,Y,NPOL002,4/28/2000,8/18/2003,1513-50722,1207,1
-GYC,M,Y,NPOL002,4/28/2000,8/18/2003,1513-50722,1207,1
-GYC,M,Y,NPOL002,4/28/2000,8/18/2003,1513-50722,1207,1
-FGC,F,Y,EBAY001,4/27/2000,9/11/2000,1513-50723,137,1
-FGC,F,Y,EBAY001,4/27/2000,9/11/2000,1513-50723,137,1
-AnC,M,Y,EBAY001,4/27/2000,5/28/2000,1513-50724,31,1
-YnC,M,Y,VALL002,4/28/2000,4/28/2000,1513-50725,0,1
-BYC,M,Y,VALL002,4/28/2000,11/18/2009,1513-50726,3491,1
-BYC,M,Y,VALL002,4/28/2000,11/18/2009,1513-50726,3491,1
-BYC,M,Y,VALL002,4/28/2000,11/18/2009,1513-50726,3491,1
-BYC,M,Y,VALL002,4/28/2000,11/18/2009,1513-50726,3491,1
-BYC,M,Y,VALL002,4/28/2000,11/18/2009,1513-50726,3491,1
-BYC,M,Y,VALL002,4/28/2000,11/18/2009,1513-50726,3491,1
-BYC,M,Y,VALL002,4/28/2000,11/18/2009,1513-50726,3491,1
-BYC,M,Y,VALL002,4/28/2000,11/18/2009,1513-50726,3491,1
-BYC,M,Y,VALL002,4/28/2000,11/18/2009,1513-50726,3491,1
-BYC,M,Y,VALL002,4/28/2000,11/18/2009,1513-50726,3491,1
-BYC,M,Y,VALL002,4/28/2000,11/18/2009,1513-50726,3491,1
-BYC,M,Y,VALL002,4/28/2000,11/18/2009,1513-50726,3491,1
-BYC,M,Y,VALL002,4/28/2000,11/18/2009,1513-50726,3491,1
-BYC,M,Y,VALL002,4/28/2000,11/18/2009,1513-50726,3491,1
-BYC,M,Y,VALL002,4/28/2000,11/18/2009,1513-50726,3491,1
-BYC,M,Y,VALL002,4/28/2000,11/18/2009,1513-50726,3491,1
-BYC,M,Y,VALL002,4/28/2000,11/18/2009,1513-50726,3491,1
-BYC,M,Y,VALL002,4/28/2000,11/18/2009,1513-50726,3491,1
-BYC,M,Y,VALL002,4/28/2000,11/18/2009,1513-50726,3491,1
-BYC,M,Y,VALL002,4/28/2000,11/18/2009,1513-50726,3491,1
-BYC,M,Y,VALL002,4/28/2000,11/18/2009,1513-50726,3491,1
-BYC,M,Y,VALL002,4/28/2000,11/18/2009,1513-50726,3491,1
-BYC,M,Y,VALL002,4/28/2000,11/18/2009,1513-50726,3491,1
-BYC,M,Y,VALL002,4/28/2000,11/18/2009,1513-50726,3491,1
-BYC,M,Y,VALL002,4/28/2000,11/18/2009,1513-50726,3491,1
-BYC,M,Y,VALL002,4/28/2000,11/18/2009,1513-50726,3491,1
-BYC,M,Y,VALL002,4/28/2000,11/18/2009,1513-50726,3491,1
-PYC,F,Y,VALL002,4/28/2000,4/28/2000,1513-50727,0,1
-WnC,M,Y,EQUS001,5/3/2000,5/10/2000,1513-50728,7,1
-RRC,M,Y,EQUS001,5/3/2000,5/14/2001,1513-50729,376,1
-RRC,M,Y,EQUS001,5/3/2000,5/14/2001,1513-50729,376,1
-RRC,M,Y,EQUS001,5/3/2000,5/14/2001,1513-50729,376,1
-RRC,M,Y,EQUS001,5/3/2000,5/14/2001,1513-50729,376,1
-RRC,M,Y,EQUS001,5/3/2000,5/14/2001,1513-50729,376,1
-RRC,M,Y,EQUS001,5/3/2000,5/14/2001,1513-50729,376,1
-RRC,M,Y,EQUS001,5/3/2000,5/14/2001,1513-50729,376,1
-RRC,M,Y,EQUS001,5/3/2000,5/14/2001,1513-50729,376,1
-RRC,M,Y,EQUS001,5/3/2000,5/14/2001,1513-50729,376,1
-GRC,M,Y,EQUS001,5/3/2000,11/13/2000,1513-50730,194,1
-GRC,M,Y,EQUS001,5/3/2000,11/13/2000,1513-50730,194,1
-GRC,M,Y,EQUS001,5/3/2000,11/13/2000,1513-50730,194,1
-OYC,M,Y,SFLC001,5/3/2000,10/11/2000,1513-50731,161,1
-OYC,M,Y,SFLC001,5/3/2000,10/11/2000,1513-50731,161,1
-OYC,M,Y,SFLC001,5/3/2000,10/11/2000,1513-50731,161,1
-OYC,M,Y,SFLC001,5/3/2000,10/11/2000,1513-50731,161,1
-OYC,M,Y,SFLC001,5/3/2000,10/11/2000,1513-50731,161,1
-OYC,M,Y,SFLC001,5/3/2000,10/11/2000,1513-50731,161,1
-OYC,M,Y,SFLC001,5/3/2000,10/11/2000,1513-50731,161,1
-OYC,M,Y,SFLC001,5/3/2000,10/11/2000,1513-50731,161,1
-OYC,M,Y,SFLC001,5/3/2000,10/11/2000,1513-50731,161,1
-OYC,M,Y,SFLC001,5/3/2000,10/11/2000,1513-50731,161,1
-OYC,M,Y,SFLC001,5/3/2000,10/11/2000,1513-50731,161,1
-OYC,M,Y,SFLC001,5/3/2000,10/11/2000,1513-50731,161,1
-OYC,M,Y,SFLC001,5/3/2000,10/11/2000,1513-50731,161,1
-OYC,M,Y,SFLC001,5/3/2000,10/11/2000,1513-50731,161,1
-LYC,M,Y,SFLC001,5/3/2000,7/20/2011,1513-50732,4095,1
-LYC,M,Y,SFLC001,5/3/2000,7/20/2011,1513-50732,4095,1
-LYC,M,Y,SFLC001,5/3/2000,7/20/2011,1513-50732,4095,1
-LYC,M,Y,SFLC001,5/3/2000,7/20/2011,1513-50732,4095,1
-LYC,M,Y,SFLC001,5/3/2000,7/20/2011,1513-50732,4095,1
-LYC,M,Y,SFLC001,5/3/2000,7/20/2011,1513-50732,4095,1
-LYC,M,Y,SFLC001,5/3/2000,7/20/2011,1513-50732,4095,1
-LYC,M,Y,SFLC001,5/3/2000,7/20/2011,1513-50732,4095,1
-LYC,M,Y,SFLC001,5/3/2000,7/20/2011,1513-50732,4095,1
-LYC,M,Y,SFLC001,5/3/2000,7/20/2011,1513-50732,4095,1
-LYC,M,Y,SFLC001,5/3/2000,7/20/2011,1513-50732,4095,1
-LYC,M,Y,SFLC001,5/3/2000,7/20/2011,1513-50732,4095,1
-LYC,M,Y,SFLC001,5/3/2000,7/20/2011,1513-50732,4095,1
-LYC,M,Y,SFLC001,5/3/2000,7/20/2011,1513-50732,4095,1
-LYC,M,Y,SFLC001,5/3/2000,7/20/2011,1513-50732,4095,1
-LYC,M,Y,SFLC001,5/3/2000,7/20/2011,1513-50732,4095,1
-LYC,M,Y,SFLC001,5/3/2000,7/20/2011,1513-50732,4095,1
-LYC,M,Y,SFLC001,5/3/2000,7/20/2011,1513-50732,4095,1
-FYC,F,Y,SFLC001,5/3/2000,4/11/2003,1513-50733,1073,1
-FYC,F,Y,SFLC001,5/3/2000,4/11/2003,1513-50733,1073,1
-FYC,F,Y,SFLC001,5/3/2000,4/11/2003,1513-50733,1073,1
-FYC,F,Y,SFLC001,5/3/2000,4/11/2003,1513-50733,1073,1
-FYC,F,Y,SFLC001,5/3/2000,4/11/2003,1513-50733,1073,1
-FYC,F,Y,SFLC001,5/3/2000,4/11/2003,1513-50733,1073,1
-FYC,F,Y,SFLC001,5/3/2000,4/11/2003,1513-50733,1073,1
-FYC,F,Y,SFLC001,5/3/2000,4/11/2003,1513-50733,1073,1
-FYC,F,Y,SFLC001,5/3/2000,4/11/2003,1513-50733,1073,1
-FYC,F,Y,SFLC001,5/3/2000,4/11/2003,1513-50733,1073,1
-FYC,F,Y,SFLC001,5/3/2000,4/11/2003,1513-50733,1073,1
-FYC,F,Y,SFLC001,5/3/2000,4/11/2003,1513-50733,1073,1
-FYC,F,Y,SFLC001,5/3/2000,4/11/2003,1513-50733,1073,1
-FYC,F,Y,SFLC001,5/3/2000,4/11/2003,1513-50733,1073,1
-FYC,F,Y,SFLC001,5/3/2000,4/11/2003,1513-50733,1073,1
-FYC,F,Y,SFLC001,5/3/2000,4/11/2003,1513-50733,1073,1
-WBC,F,Y,CTRN003,5/6/2000,9/11/2000,1513-50735,128,2
-WBC,F,Y,CTRN003,5/6/2000,9/11/2000,1513-50735,128,2
-WBC,F,Y,CTRN003,5/6/2000,9/11/2000,1513-50735,128,2
-WBC,F,Y,CTRN003,5/6/2000,9/11/2000,1513-50735,128,2
-WBC,F,Y,CTRN003,5/6/2000,9/11/2000,1513-50735,128,2
-WBC,F,Y,CTRN003,5/6/2000,9/11/2000,1513-50735,128,2
-WBC,F,Y,CTRN003,5/6/2000,9/11/2000,1513-50735,128,2
-RnC,F,Y,CTRN003,5/6/2000,5/10/2000,1513-50736,4,2
-GnC,F,Y,CTRN003,5/6/2000,5/10/2000,1513-50737,4,2
-YnC,M,Y,SCOB002,5/6/2000,5/10/2000,1513-50738,4,1
-BBC,M,Y,SCOB002,5/6/2000,6/25/2000,1513-50739,50,1
-BBC,M,Y,SCOB002,5/6/2000,6/25/2000,1513-50739,50,1
-PBC,F,Y,SCOB002,5/6/2000,4/11/2001,1513-50740,340,1
-PBC,F,Y,SCOB002,5/6/2000,4/11/2001,1513-50740,340,1
-PBC,F,Y,SCOB002,5/6/2000,4/11/2001,1513-50740,340,1
-PBC,F,Y,SCOB002,5/6/2000,4/11/2001,1513-50740,340,1
-PBC,F,Y,SCOB002,5/6/2000,4/11/2001,1513-50740,340,1
