TERRYR,year_,InABS,TSF_months,TSF_years,CellCount,DateOfLastFire
ANNI80,1980,TRUE,963,80,8956,1/2/1900
BAYR80,1980,TRUE,35,3,2216,5/27/1977
BAYR80,1980,TRUE,963,80,2709,1/2/1900
BEND80,1980,TRUE,35,3,34,5/26/1977
BEND80,1980,TRUE,35,3,2228,5/27/1977
BEND80,1980,TRUE,963,80,4987,1/2/1900
CABS80,1980,TRUE,35,3,1846,5/27/1977
CABS80,1980,TRUE,62,5,32,2/13/1975
CABS80,1980,TRUE,77,7,209,11/7/1973
CABS80,1980,TRUE,159,13,77,1/2/1967
CABS80,1980,TRUE,963,80,3771,1/2/1900
COPS80,1980,TRUE,3,0,4372,1/25/1980
COPS80,1980,TRUE,35,3,825,5/27/1977
COPS80,1980,TRUE,77,7,388,11/7/1973
COPS80,1980,TRUE,963,80,1987,1/2/1900
DIKE80,1980,FALSE,963,80,4653,1/2/1900
FARS80,1980,TRUE,3,0,553,1/25/1980
FARS80,1980,TRUE,963,80,2234,1/2/1900
FIRE80,1980,TRUE,35,3,1293,5/27/1977
FIRE80,1980,TRUE,963,80,287,1/2/1900
LINS80,1980,TRUE,35,3,6096,5/27/1977
LINS80,1980,TRUE,77,7,402,11/7/1973
LINS80,1980,TRUE,159,13,144,1/2/1967
LINX80,1980,FALSE,963,80,6319,1/2/1900
NBEN80,1980,TRUE,33,3,8,7/4/1977
NBEN80,1980,TRUE,33,3,141,7/26/1977
NBEN80,1980,TRUE,963,80,6076,1/2/1900
NRID80,1980,TRUE,33,3,398,7/26/1977
NRID80,1980,TRUE,35,3,50,5/27/1977
NRID80,1980,TRUE,963,80,7284,1/2/1900
NWES80,1980,FALSE,35,3,662,5/27/1977
NWES80,1980,FALSE,963,80,4478,1/2/1900
PLAZ80,1980,TRUE,35,3,1787,5/27/1977
PLAZ80,1980,TRUE,56,5,34,8/4/1975
PLAZ80,1980,TRUE,963,80,2044,1/2/1900
PLOT80,1980,TRUE,35,3,3644,5/27/1977
PLOT80,1980,TRUE,97,8,4,3/22/1972
PLOT80,1980,TRUE,159,13,371,1/2/1967
PLOT80,1980,TRUE,963,80,1003,1/2/1900
ROSE80,1980,TRUE,35,3,2861,5/27/1977
ROSE80,1980,TRUE,77,7,1945,11/7/1973
ROSE80,1980,TRUE,159,13,1187,1/2/1967
ROSE80,1980,TRUE,963,80,2671,1/2/1900
SAND80,1980,TRUE,35,3,3068,5/27/1977
SAND80,1980,TRUE,159,13,1446,1/2/1967
SAND80,1980,TRUE,963,80,745,1/2/1900
SORA80,1980,TRUE,3,0,470,1/25/1980
SORA80,1980,TRUE,35,3,810,5/27/1977
SORA80,1980,TRUE,77,7,267,11/7/1973
SORA80,1980,TRUE,963,80,2618,1/2/1900
SSAN80,1980,TRUE,35,3,3030,5/27/1977
SSAN80,1980,TRUE,159,13,1308,1/2/1967
SSAN80,1980,TRUE,963,80,1801,1/2/1900
WCOP80,1980,TRUE,3,0,2464,1/25/1980
WCOP80,1980,TRUE,35,3,1865,5/27/1977
WCOP80,1980,TRUE,77,7,3022,11/7/1973
WCOP80,1980,TRUE,963,80,1531,1/2/1900
WLIN80,1980,FALSE,77,7,1013,11/7/1973
WLIN80,1980,FALSE,963,80,4014,1/2/1900
XRDS80,1980,TRUE,35,3,2849,5/27/1977
XRDS80,1980,TRUE,963,80,927,1/2/1900
ANNI81,1981,TRUE,975,81,5319,1/2/1900
ANYR81,1981,TRUE,975,81,1827,1/2/1900
ARCT81,1981,TRUE,9,1,25,7/7/1980
ARCT81,1981,TRUE,45,4,92,7/26/1977
ARCT81,1981,TRUE,975,81,4153,1/2/1900
BAYR81,1981,TRUE,47,4,1216,5/27/1977
BAYR81,1981,TRUE,975,81,4494,1/2/1900
BEND81,1981,TRUE,47,4,872,5/27/1977
BEND81,1981,TRUE,47,4,34,5/26/1977
BEND81,1981,TRUE,975,81,5074,1/2/1900
CABS81,1981,TRUE,47,4,1381,5/27/1977
CABS81,1981,TRUE,74,6,32,2/13/1975
CABS81,1981,TRUE,89,8,209,11/7/1973
CABS81,1981,TRUE,171,14,40,1/2/1967
CABS81,1981,TRUE,975,81,2465,1/2/1900
CACT81,1981,FALSE,89,8,110,11/7/1973
CACT81,1981,FALSE,975,81,6461,1/2/1900
COPS81,1981,TRUE,15,1,3569,1/25/1980
COPS81,1981,TRUE,47,4,1485,5/27/1977
COPS81,1981,TRUE,89,8,459,11/7/1973
COPS81,1981,TRUE,975,81,1688,1/2/1900
DIKE81,1981,FALSE,975,81,3484,1/2/1900
ECUL81,1981,TRUE,47,4,146,5/27/1977
ECUL81,1981,TRUE,975,81,2584,1/2/1900
FARS81,1981,TRUE,15,1,995,1/25/1980
FARS81,1981,TRUE,975,81,1043,1/2/1900
FIRE81,1981,TRUE,47,4,1788,5/27/1977
FIRE81,1981,TRUE,975,81,513,1/2/1900
LINS81,1981,TRUE,47,4,4364,5/27/1977
LINS81,1981,TRUE,89,8,379,11/7/1973
LINS81,1981,TRUE,171,14,181,1/2/1967
LINX81,1981,FALSE,975,81,6994,1/2/1900
NBEN81,1981,TRUE,45,4,8,7/4/1977
NBEN81,1981,TRUE,975,81,7059,1/2/1900
NRID81,1981,TRUE,9,1,279,7/7/1980
NRID81,1981,TRUE,45,4,806,7/26/1977
NRID81,1981,TRUE,975,81,4648,1/2/1900
NWES81,1981,FALSE,47,4,1695,5/27/1977
NWES81,1981,FALSE,975,81,3766,1/2/1900
PLAZ81,1981,TRUE,47,4,1428,5/27/1977
PLAZ81,1981,TRUE,56,5,21,8/16/1976
PLAZ81,1981,TRUE,68,6,34,8/4/1975
PLAZ81,1981,TRUE,975,81,2286,1/2/1900
PLOT81,1981,TRUE,47,4,1612,5/27/1977
PLOT81,1981,TRUE,109,9,22,3/22/1972
PLOT81,1981,TRUE,171,14,6,1/2/1967
PLOT81,1981,TRUE,975,81,1373,1/2/1900
POLA81,1981,TRUE,975,81,6959,1/2/1900
ROSE81,1981,TRUE,47,4,2883,5/27/1977
ROSE81,1981,TRUE,89,8,260,11/7/1973
ROSE81,1981,TRUE,171,14,1396,1/2/1967
ROSE81,1981,TRUE,975,81,3185,1/2/1900
SAND81,1981,TRUE,47,4,3549,5/27/1977
SAND81,1981,TRUE,171,14,977,1/2/1967
SAND81,1981,TRUE,975,81,707,1/2/1900
SORA81,1981,TRUE,15,1,36,1/25/1980
SORA81,1981,TRUE,47,4,1598,5/27/1977
SORA81,1981,TRUE,89,8,207,11/7/1973
SORA81,1981,TRUE,975,81,3609,1/2/1900
SSAN81,1981,TRUE,47,4,5314,5/27/1977
SSAN81,1981,TRUE,171,14,1796,1/2/1967
SSAN81,1981,TRUE,975,81,1938,1/2/1900
SWES81,1981,TRUE,15,1,2027,1/25/1980
SWES81,1981,TRUE,89,8,202,11/7/1973
SWES81,1981,TRUE,975,81,1004,1/2/1900
WCOP81,1981,TRUE,15,1,1674,1/25/1980
WCOP81,1981,TRUE,47,4,2922,5/27/1977
WCOP81,1981,TRUE,89,8,3885,11/7/1973
WCOP81,1981,TRUE,171,14,137,1/2/1967
WCOP81,1981,TRUE,975,81,1553,1/2/1900
WLIN81,1981,FALSE,89,8,1833,11/7/1973
WLIN81,1981,FALSE,975,81,1210,1/2/1900
XRDS81,1981,TRUE,47,4,3274,5/27/1977
XRDS81,1981,TRUE,975,81,1144,1/2/1900
ANNI82,1982,TRUE,987,82,8304,1/2/1900
ANYR82,1982,TRUE,987,82,1981,1/2/1900
ARCT82,1982,TRUE,21,2,9,7/7/1980
ARCT82,1982,TRUE,57,5,971,7/26/1977
ARCT82,1982,TRUE,987,82,2039,1/2/1900
BEND82,1982,TRUE,59,5,34,5/26/1977
BEND82,1982,TRUE,59,5,1336,5/27/1977
BEND82,1982,TRUE,987,82,4167,1/2/1900
CABS82,1982,TRUE,59,5,1619,5/27/1977
CABS82,1982,TRUE,86,7,32,2/13/1975
CABS82,1982,TRUE,101,9,209,11/7/1973
CABS82,1982,TRUE,183,15,84,1/2/1967
CABS82,1982,TRUE,987,82,2658,1/2/1900
CACT82,1982,FALSE,101,9,303,11/7/1973
CACT82,1982,FALSE,987,82,10268,1/2/1900
COPS82,1982,TRUE,27,2,3617,1/25/1980
COPS82,1982,TRUE,59,5,1419,5/27/1977
COPS82,1982,TRUE,101,9,473,11/7/1973
COPS82,1982,TRUE,987,82,1675,1/2/1900
DBLE82,1982,TRUE,59,5,36,5/27/1977
DBLE82,1982,TRUE,987,82,861,1/2/1900
FARS82,1982,TRUE,27,2,1971,1/25/1980
FARS82,1982,TRUE,63,5,15,1/21/1977
FARS82,1982,TRUE,987,82,792,1/2/1900
FIRE82,1982,TRUE,59,5,2077,5/27/1977
FIRE82,1982,TRUE,987,82,463,1/2/1900
LINS82,1982,TRUE,59,5,4019,5/27/1977
LINS82,1982,TRUE,101,9,255,11/7/1973
LINS82,1982,TRUE,183,15,137,1/2/1967
NBEN82,1982,TRUE,57,5,8,7/4/1977
NBEN82,1982,TRUE,987,82,5188,1/2/1900
NNWS82,1982,FALSE,59,5,87,5/27/1977
NNWS82,1982,FALSE,987,82,6020,1/2/1900
NRID82,1982,TRUE,21,2,178,7/7/1980
NRID82,1982,TRUE,987,82,5655,1/2/1900
NWES82,1982,FALSE,59,5,2712,5/27/1977
NWES82,1982,FALSE,987,82,5824,1/2/1900
PLAZ82,1982,TRUE,21,2,16,7/24/1980
PLAZ82,1982,TRUE,59,5,3406,5/27/1977
PLAZ82,1982,TRUE,68,6,13,8/16/1976
PLAZ82,1982,TRUE,80,7,34,8/4/1975
PLAZ82,1982,TRUE,987,82,3702,1/2/1900
ROSE82,1982,TRUE,59,5,154,5/27/1977
ROSE82,1982,TRUE,101,9,1360,11/7/1973
ROSE82,1982,TRUE,183,15,351,1/2/1967
ROSE82,1982,TRUE,987,82,3980,1/2/1900
SAND82,1982,TRUE,59,5,5486,5/27/1977
SAND82,1982,TRUE,121,10,1,3/22/1972
SAND82,1982,TRUE,183,15,1323,1/2/1967
SAND82,1982,TRUE,987,82,1436,1/2/1900
SIXS82,1982,TRUE,987,82,2577,1/2/1900
SORA82,1982,TRUE,27,2,306,1/25/1980
SORA82,1982,TRUE,59,5,1805,5/27/1977
SORA82,1982,TRUE,101,9,311,11/7/1973
SORA82,1982,TRUE,987,82,3246,1/2/1900
SSAN82,1982,TRUE,59,5,6940,5/27/1977
SSAN82,1982,TRUE,101,9,31,11/7/1973
SSAN82,1982,TRUE,183,15,2638,1/2/1967
SSAN82,1982,TRUE,987,82,1404,1/2/1900
WCOP82,1982,TRUE,27,2,1534,1/25/1980
WCOP82,1982,TRUE,59,5,2347,5/27/1977
WCOP82,1982,TRUE,101,9,3506,11/7/1973
WCOP82,1982,TRUE,987,82,1494,1/2/1900
WLIN82,1982,FALSE,27,2,1121,1/25/1980
WLIN82,1982,FALSE,101,9,1096,11/7/1973
WLIN82,1982,FALSE,987,82,4199,1/2/1900
XRDS82,1982,TRUE,59,5,2675,5/27/1977
XRDS82,1982,TRUE,987,82,1524,1/2/1900
ANNI83,1983,TRUE,999,83,10444,1/2/1900
ANYR83,1983,TRUE,999,83,2599,1/2/1900
ARCT83,1983,TRUE,33,3,21,7/7/1980
ARCT83,1983,TRUE,69,6,434,7/26/1977
ARCT83,1983,TRUE,999,83,3214,1/2/1900
BEND83,1983,TRUE,71,6,34,5/26/1977
BEND83,1983,TRUE,71,6,1437,5/27/1977
BEND83,1983,TRUE,999,83,3882,1/2/1900
CABS83,1983,TRUE,71,6,2231,5/27/1977
CABS83,1983,TRUE,98,8,32,2/13/1975
CABS83,1983,TRUE,113,10,209,11/7/1973
CABS83,1983,TRUE,195,16,69,1/2/1967
CABS83,1983,TRUE,999,83,1489,1/2/1900
COPS83,1983,TRUE,39,3,3605,1/25/1980
COPS83,1983,TRUE,71,6,606,5/27/1977
COPS83,1983,TRUE,113,10,403,11/7/1973
COPS83,1983,TRUE,999,83,1503,1/2/1900
CTRW83,1983,TRUE,61,5,33,3/23/1978
CTRW83,1983,TRUE,128,11,32,8/5/1972
CTRW83,1983,TRUE,999,83,3810,1/2/1900
DBLE83,1983,TRUE,71,6,863,5/27/1977
DBLE83,1983,TRUE,999,83,2773,1/2/1900
EBAY83,1983,TRUE,71,6,1705,5/27/1977
EBAY83,1983,TRUE,195,16,952,1/2/1967
EBAY83,1983,TRUE,999,83,305,1/2/1900
FARS83,1983,TRUE,39,3,2263,1/25/1980
FARS83,1983,TRUE,75,6,55,1/21/1977
FARS83,1983,TRUE,999,83,3465,1/2/1900
FENC83,1983,FALSE,113,10,96,11/7/1973
FENC83,1983,FALSE,999,83,4283,1/2/1900
FIRE83,1983,TRUE,71,6,2343,5/27/1977
FIRE83,1983,TRUE,195,16,123,1/2/1967
FIRE83,1983,TRUE,999,83,502,1/2/1900
IBRN83,1983,TRUE,39,3,2184,1/25/1980
IBRN83,1983,TRUE,75,6,547,1/21/1977
IBRN83,1983,TRUE,999,83,1022,1/2/1900
LINS83,1983,TRUE,71,6,5123,5/27/1977
LINS83,1983,TRUE,113,10,384,11/7/1973
LINS83,1983,TRUE,195,16,152,1/2/1967
NBEN83,1983,TRUE,69,6,86,7/26/1977
NBEN83,1983,TRUE,69,6,8,7/4/1977
NBEN83,1983,TRUE,999,83,5081,1/2/1900
NRID83,1983,TRUE,33,3,479,7/7/1980
NRID83,1983,TRUE,69,6,430,7/26/1977
NRID83,1983,TRUE,999,83,5240,1/2/1900
NWES83,1983,TRUE,71,6,1681,5/27/1977
NWES83,1983,TRUE,999,83,3261,1/2/1900
PLAZ83,1983,TRUE,71,6,3233,5/27/1977
PLAZ83,1983,TRUE,80,7,23,8/16/1976
PLAZ83,1983,TRUE,92,8,34,8/4/1975
PLAZ83,1983,TRUE,999,83,3353,1/2/1900
POLA83,1983,TRUE,999,83,4893,1/2/1900
ROSE83,1983,FALSE,113,10,2494,11/7/1973
ROSE83,1983,FALSE,195,16,101,1/2/1967
ROSE83,1983,FALSE,999,83,3105,1/2/1900
SAND83,1983,TRUE,71,6,3997,5/27/1977
SAND83,1983,TRUE,195,16,631,1/2/1967
SAND83,1983,TRUE,999,83,1337,1/2/1900
SCOP83,1983,TRUE,39,3,3463,1/25/1980
SCOP83,1983,TRUE,75,6,1904,1/21/1977
SCOP83,1983,TRUE,999,83,2634,1/2/1900
SFLA83,1983,TRUE,150,13,32,10/16/1970
SFLA83,1983,TRUE,999,83,3857,1/2/1900
SIXS83,1983,TRUE,999,83,2381,1/2/1900
SORA83,1983,TRUE,39,3,210,1/25/1980
SORA83,1983,TRUE,71,6,1196,5/27/1977
SORA83,1983,TRUE,113,10,252,11/7/1973
SORA83,1983,TRUE,999,83,3833,1/2/1900
SSAN83,1983,TRUE,71,6,6954,5/27/1977
SSAN83,1983,TRUE,113,10,686,11/7/1973
SSAN83,1983,TRUE,195,16,2505,1/2/1967
SSAN83,1983,TRUE,999,83,2613,1/2/1900
WCOP83,1983,TRUE,39,3,2015,1/25/1980
WCOP83,1983,TRUE,71,6,1738,5/27/1977
WCOP83,1983,TRUE,113,10,2683,11/7/1973
WCOP83,1983,TRUE,999,83,1669,1/2/1900
WCPR83,1983,TRUE,39,3,505,1/25/1980
WCPR83,1983,TRUE,113,10,337,11/7/1973
WCPR83,1983,TRUE,999,83,1374,1/2/1900
XRDS83,1983,TRUE,71,6,2845,5/27/1977
XRDS83,1983,TRUE,999,83,1889,1/2/1900
ANNI84,1984,TRUE,1011,84,6543,1/2/1900
ANYR84,1984,TRUE,1011,84,3524,1/2/1900
ARCT84,1984,TRUE,45,4,8,7/7/1980
ARCT84,1984,TRUE,81,7,699,7/26/1977
ARCT84,1984,TRUE,1011,84,3489,1/2/1900
BEND84,1984,TRUE,83,7,34,5/26/1977
BEND84,1984,TRUE,83,7,1100,5/27/1977
BEND84,1984,TRUE,1011,84,4634,1/2/1900
CABS84,1984,TRUE,83,7,2381,5/27/1977
CABS84,1984,TRUE,110,9,32,2/13/1975
CABS84,1984,TRUE,125,11,209,11/7/1973
CABS84,1984,TRUE,207,17,180,1/2/1967
CABS84,1984,TRUE,1011,84,3889,1/2/1900
COPS84,1984,TRUE,51,4,1925,1/25/1980
COPS84,1984,TRUE,83,7,2638,5/27/1977
COPS84,1984,TRUE,125,11,554,11/7/1973
COPS84,1984,TRUE,1011,84,927,1/2/1900
CTRW84,1984,TRUE,73,6,33,3/23/1978
CTRW84,1984,TRUE,140,12,32,8/5/1972
CTRW84,1984,TRUE,1011,84,1753,1/2/1900
DBLE84,1984,TRUE,83,7,1117,5/27/1977
DBLE84,1984,TRUE,1011,84,2598,1/2/1900
EBAY84,1984,TRUE,83,7,3138,5/27/1977
EBAY84,1984,TRUE,207,17,1874,1/2/1967
EBAY84,1984,TRUE,1011,84,1074,1/2/1900
FARS84,1984,TRUE,51,4,1724,1/25/1980
FARS84,1984,TRUE,87,7,1320,1/21/1977
FARS84,1984,TRUE,1011,84,1482,1/2/1900
FIRE84,1984,TRUE,83,7,2461,5/27/1977
FIRE84,1984,TRUE,207,17,84,1/2/1967
FIRE84,1984,TRUE,1011,84,646,1/2/1900
IBRN84,1984,TRUE,51,4,1979,1/25/1980
IBRN84,1984,TRUE,87,7,235,1/21/1977
IBRN84,1984,TRUE,1011,84,1142,1/2/1900
LINS84,1984,TRUE,83,7,2590,5/27/1977
LINS84,1984,TRUE,125,11,248,11/7/1973
LINS84,1984,TRUE,207,17,41,1/2/1967
MBEN84,1984,TRUE,83,7,1,5/27/1977
MBEN84,1984,TRUE,1011,84,2781,1/2/1900
NBEN84,1984,TRUE,81,7,8,7/4/1977
NBEN84,1984,TRUE,1011,84,5498,1/2/1900
NRID84,1984,TRUE,45,4,638,7/7/1980
NRID84,1984,TRUE,81,7,199,7/26/1977
NRID84,1984,TRUE,1011,84,4415,1/2/1900
NWES84,1984,FALSE,83,7,660,5/27/1977
NWES84,1984,FALSE,1011,84,4942,1/2/1900
PLAZ84,1984,TRUE,83,7,3443,5/27/1977
PLAZ84,1984,TRUE,104,9,34,8/4/1975
PLAZ84,1984,TRUE,1011,84,3903,1/2/1900
POLA84,1984,TRUE,1011,84,4671,1/2/1900
RATL84,1984,TRUE,83,7,1701,5/27/1977
RATL84,1984,TRUE,1011,84,1904,1/2/1900
ROSE84,1984,TRUE,83,7,434,5/27/1977
ROSE84,1984,TRUE,125,11,3463,11/7/1973
ROSE84,1984,TRUE,207,17,705,1/2/1967
ROSE84,1984,TRUE,1011,84,3658,1/2/1900
SAND84,1984,TRUE,83,7,6053,5/27/1977
SAND84,1984,TRUE,207,17,1019,1/2/1967
SAND84,1984,TRUE,1011,84,1306,1/2/1900
SCOP84,1984,TRUE,51,4,3067,1/25/1980
SCOP84,1984,TRUE,87,7,1907,1/21/1977
SCOP84,1984,TRUE,1011,84,2442,1/2/1900
SIXS84,1984,TRUE,1011,84,2959,1/2/1900
SORA84,1984,TRUE,51,4,1194,1/25/1980
SORA84,1984,TRUE,83,7,659,5/27/1977
SORA84,1984,TRUE,125,11,234,11/7/1973
SORA84,1984,TRUE,1011,84,3903,1/2/1900
SPLT84,1984,TRUE,51,4,3368,1/25/1980
SPLT84,1984,TRUE,1011,84,1239,1/2/1900
SSAN84,1984,TRUE,83,7,5425,5/27/1977
SSAN84,1984,TRUE,125,11,314,11/7/1973
SSAN84,1984,TRUE,207,17,630,1/2/1967
SSAN84,1984,TRUE,1011,84,114,1/2/1900
WCOP84,1984,TRUE,51,4,1338,1/25/1980
WCOP84,1984,TRUE,83,7,391,5/27/1977
WCOP84,1984,TRUE,125,11,2090,11/7/1973
WCOP84,1984,TRUE,1011,84,1342,1/2/1900
WCPR84,1984,FALSE,51,4,538,1/25/1980
WCPR84,1984,FALSE,125,11,431,11/7/1973
WCPR84,1984,FALSE,1011,84,2811,1/2/1900
XRDS84,1984,TRUE,83,7,1991,5/27/1977
XRDS84,1984,TRUE,1011,84,1535,1/2/1900
ARCT85,1985,TRUE,7,1,1696,9/26/1984
ARCT85,1985,TRUE,57,5,24,7/7/1980
ARCT85,1985,TRUE,93,8,72,7/26/1977
ARCT85,1985,TRUE,1023,85,4113,1/2/1900
BEND85,1985,TRUE,7,1,6307,9/26/1984
BEND85,1985,TRUE,95,8,34,5/26/1977
BEND85,1985,TRUE,95,8,253,5/27/1977
BEND85,1985,TRUE,1023,85,586,1/2/1900
CABS85,1985,TRUE,95,8,1667,5/27/1977
CABS85,1985,TRUE,122,10,32,2/13/1975
CABS85,1985,TRUE,137,12,209,11/7/1973
CABS85,1985,TRUE,219,18,75,1/2/1967
CABS85,1985,TRUE,1023,85,3369,1/2/1900
CACT85,1985,FALSE,7,1,2433,9/26/1984
CACT85,1985,FALSE,137,12,23,11/7/1973
CACT85,1985,FALSE,1023,85,9011,1/2/1900
COPS85,1985,TRUE,63,5,1648,1/25/1980
COPS85,1985,TRUE,95,8,576,5/27/1977
COPS85,1985,TRUE,137,12,285,11/7/1973
COPS85,1985,TRUE,1023,85,848,1/2/1900
CTRW85,1985,TRUE,11,1,501,5/15/1984
CTRW85,1985,TRUE,1023,85,3078,1/2/1900
EBAY85,1985,TRUE,7,1,9518,9/26/1984
EBAY85,1985,TRUE,95,8,182,5/27/1977
EBAY85,1985,TRUE,219,18,138,1/2/1967
EBAY85,1985,TRUE,1023,85,122,1/2/1900
FARS85,1985,TRUE,3,0,732,1/16/1985
FARS85,1985,TRUE,63,5,1503,1/25/1980
FARS85,1985,TRUE,1023,85,1908,1/2/1900
FENC85,1985,FALSE,7,1,2793,9/26/1984
FENC85,1985,FALSE,137,12,47,11/7/1973
FENC85,1985,FALSE,1023,85,4833,1/2/1900
FIRE85,1985,TRUE,7,1,3357,9/26/1984
FIRE85,1985,TRUE,95,8,871,5/27/1977
FIRE85,1985,TRUE,219,18,10,1/2/1967
FIRE85,1985,TRUE,1023,85,300,1/2/1900
IBRN85,1985,FALSE,3,0,34,1/16/1985
IBRN85,1985,FALSE,7,1,1768,9/26/1984
IBRN85,1985,FALSE,99,8,49,1/21/1977
IBRN85,1985,FALSE,1023,85,1433,1/2/1900
LINS85,1985,TRUE,7,1,1385,9/26/1984
LINS85,1985,TRUE,95,8,3934,5/27/1977
LINS85,1985,TRUE,137,12,373,11/7/1973
LINS85,1985,TRUE,219,18,117,1/2/1967
LINX85,1985,FALSE,1023,85,6905,1/2/1900
NBEN85,1985,TRUE,7,1,5806,9/26/1984
NBEN85,1985,TRUE,1023,85,1242,1/2/1900
NRID85,1985,TRUE,7,1,6179,9/26/1984
NRID85,1985,TRUE,9,1,21,7/11/1984
NRID85,1985,TRUE,57,5,942,7/7/1980
NRID85,1985,TRUE,1023,85,1341,1/2/1900
NWES85,1985,FALSE,7,1,2849,9/26/1984
NWES85,1985,FALSE,95,8,12,5/27/1977
NWES85,1985,FALSE,1023,85,7058,1/2/1900
PLAZ85,1985,TRUE,7,1,2037,9/26/1984
PLAZ85,1985,TRUE,11,1,214,5/15/1984
PLAZ85,1985,TRUE,95,8,1526,5/27/1977
PLAZ85,1985,TRUE,116,10,34,8/4/1975
PLAZ85,1985,TRUE,1023,85,2367,1/2/1900
POLA85,1985,TRUE,11,1,79,5/15/1984
POLA85,1985,TRUE,1023,85,4504,1/2/1900
RATL85,1985,TRUE,7,1,6860,9/26/1984
RATL85,1985,TRUE,95,8,551,5/27/1977
RATL85,1985,TRUE,1023,85,678,1/2/1900
SAND85,1985,TRUE,7,1,3375,9/26/1984
SAND85,1985,TRUE,95,8,3153,5/27/1977
SAND85,1985,TRUE,157,13,2,3/22/1972
SAND85,1985,TRUE,219,18,126,1/2/1967
SAND85,1985,TRUE,1023,85,1309,1/2/1900
SCOB85,1985,TRUE,3,0,1067,1/16/1985
SCOB85,1985,TRUE,7,1,709,9/26/1984
SCOB85,1985,TRUE,63,5,1814,1/25/1980
SCOB85,1985,TRUE,99,8,409,1/21/1977
SCOB85,1985,TRUE,1023,85,1909,1/2/1900
SCOP85,1985,TRUE,3,0,1274,1/16/1985
SCOP85,1985,TRUE,63,5,2286,1/25/1980
SCOP85,1985,TRUE,99,8,290,1/21/1977
SCOP85,1985,TRUE,1023,85,513,1/2/1900
SIXS85,1985,TRUE,7,1,2224,9/26/1984
SIXS85,1985,TRUE,11,1,2727,5/15/1984
SIXS85,1985,TRUE,1023,85,3204,1/2/1900
SORA85,1985,TRUE,63,5,269,1/25/1980
SORA85,1985,TRUE,95,8,1077,5/27/1977
SORA85,1985,TRUE,137,12,344,11/7/1973
SORA85,1985,TRUE,1023,85,3299,1/2/1900
SPLT85,1985,TRUE,63,5,2953,1/25/1980
SPLT85,1985,TRUE,1023,85,2197,1/2/1900
SSAN85,1985,TRUE,7,1,6717,9/26/1984
SSAN85,1985,TRUE,95,8,821,5/27/1977
SSAN85,1985,TRUE,137,12,125,11/7/1973
SSAN85,1985,TRUE,219,18,116,1/2/1967
SSAN85,1985,TRUE,1023,85,198,1/2/1900
WCOP85,1985,TRUE,7,1,3788,9/26/1984
WCOP85,1985,TRUE,63,5,985,1/25/1980
WCOP85,1985,TRUE,95,8,195,5/27/1977
WCOP85,1985,TRUE,137,12,61,11/7/1973
WCOP85,1985,TRUE,1023,85,699,1/2/1900
WCPR85,1985,FALSE,7,1,2648,9/26/1984
WCPR85,1985,FALSE,63,5,21,1/25/1980
WCPR85,1985,FALSE,1023,85,1162,1/2/1900
XRDS85,1985,TRUE,7,1,2412,9/26/1984
XRDS85,1985,TRUE,95,8,254,5/27/1977
XRDS85,1985,TRUE,1023,85,468,1/2/1900
ARCT86,1986,TRUE,19,2,1627,9/26/1984
ARCT86,1986,TRUE,69,6,9,7/7/1980
ARCT86,1986,TRUE,105,9,32,7/26/1977
ARCT86,1986,TRUE,1035,86,5836,1/2/1900
BEND86,1986,TRUE,19,2,4580,9/26/1984
BEND86,1986,TRUE,107,9,34,5/26/1977
BEND86,1986,TRUE,107,9,186,5/27/1977
BEND86,1986,TRUE,1035,86,471,1/2/1900
BIGL86,1986,TRUE,19,2,2429,9/26/1984
BIGL86,1986,TRUE,107,9,2138,5/27/1977
BIGL86,1986,TRUE,169,14,32,3/22/1972
BIGL86,1986,TRUE,231,19,121,1/2/1967
BIGL86,1986,TRUE,1035,86,227,1/2/1900
CABS86,1986,TRUE,9,1,120,7/11/1985
CABS86,1986,TRUE,107,9,1646,5/27/1977
CABS86,1986,TRUE,134,11,32,2/13/1975
CABS86,1986,TRUE,149,13,209,11/7/1973
CABS86,1986,TRUE,231,19,87,1/2/1967
CABS86,1986,TRUE,1035,86,3266,1/2/1900
CACT86,1986,FALSE,19,2,3752,9/26/1984
CACT86,1986,FALSE,149,13,75,11/7/1973
CACT86,1986,FALSE,1035,86,2416,1/2/1900
CRAN86,1986,FALSE,1035,86,4522,1/2/1900
CTRW86,1986,TRUE,23,2,1674,5/15/1984
CTRW86,1986,TRUE,97,8,33,3/23/1978
CTRW86,1986,TRUE,1035,86,3476,1/2/1900
DEER86,1986,FALSE,19,2,1692,9/26/1984
DEER86,1986,FALSE,1035,86,10035,1/2/1900
DIKE86,1986,FALSE,1035,86,2373,1/2/1900
EBAY86,1986,TRUE,19,2,9703,9/26/1984
EBAY86,1986,TRUE,107,9,415,5/27/1977
EBAY86,1986,TRUE,231,19,145,1/2/1967
EBAY86,1986,TRUE,1035,86,222,1/2/1900
ECUL86,1986,TRUE,19,2,1895,9/26/1984
ECUL86,1986,TRUE,23,2,204,5/15/1984
ECUL86,1986,TRUE,107,9,393,5/27/1977
ECUL86,1986,TRUE,1035,86,1010,1/2/1900
FENC86,1986,FALSE,19,2,2091,9/26/1984
FENC86,1986,FALSE,149,13,21,11/7/1973
FENC86,1986,FALSE,1035,86,3770,1/2/1900
IBRN86,1986,TRUE,15,1,277,1/16/1985
IBRN86,1986,TRUE,19,2,187,9/26/1984
