TERRYR,year_,InABS,TSF_months,TSF_years,CellCount,DateOfLastFire
SING10,2010,TRUE,1323,110,53,1/2/1900
SR7010,2010,TRUE,84,7,3394,4/1/2003
SR7010,2010,TRUE,129,11,177,7/20/1999
SR7010,2010,TRUE,323,27,209,5/24/1983
SR7010,2010,TRUE,1323,110,584,1/2/1900
SWSE10,2010,TRUE,19,2,2,9/3/2008
SWSE10,2010,TRUE,32,3,499,8/9/2007
SWSE10,2010,TRUE,32,3,1189,8/16/2007
SWSE10,2010,TRUE,154,13,11,6/6/1997
SWSE10,2010,TRUE,155,13,2,5/2/1997
SWSE10,2010,TRUE,203,17,343,5/25/1993
SWSE10,2010,TRUE,222,19,15,10/28/1991
SWSE10,2010,TRUE,1323,110,369,1/2/1900
TP1110,2010,TRUE,90,8,359,10/30/2002
TP1110,2010,TRUE,92,8,236,8/20/2002
TP1110,2010,TRUE,141,12,419,7/23/1998
TP1110,2010,TRUE,143,12,18,5/11/1998
TP1110,2010,TRUE,167,14,108,5/12/1996
TP1110,2010,TRUE,179,15,4,5/16/1995
TP1110,2010,TRUE,227,19,2709,5/1/1991
TP1110,2010,TRUE,1323,110,321,1/2/1900
TP3910,2010,TRUE,1,0,1920,3/25/2010
TP3910,2010,TRUE,14,1,22,2/9/2009
TP3910,2010,TRUE,33,3,12,7/17/2007
TP3910,2010,TRUE,44,4,112,8/2/2006
TP3910,2010,TRUE,70,6,38,6/22/2004
TP3910,2010,TRUE,241,20,2267,3/28/1990
TP3910,2010,TRUE,348,29,10,4/25/1981
TP3910,2010,TRUE,1323,110,721,1/2/1900
TRTL10,2010,TRUE,110,9,7056,2/12/2001
TRTL10,2010,TRUE,165,14,16,7/18/1996
TRTL10,2010,TRUE,167,14,134,5/7/1996
TRTL10,2010,TRUE,307,26,2,9/26/1984
TRTL10,2010,TRUE,1323,110,98,1/2/1900
TWEN10,2010,FALSE,38,3,1239,2/8/2007
TWEN10,2010,FALSE,110,9,3063,2/12/2001
TWEN10,2010,FALSE,1323,110,944,1/2/1900
VALL10,2010,TRUE,134,11,2451,2/17/1999
VALL10,2010,TRUE,1323,110,720,1/2/1900
WCAC10,2010,FALSE,25,2,77,3/26/2008
WCAC10,2010,FALSE,38,3,1499,2/8/2007
WCAC10,2010,FALSE,39,3,95,1/9/2007
WCAC10,2010,FALSE,41,4,170,11/9/2006
WCAC10,2010,FALSE,42,4,6,10/11/2006
WCAC10,2010,FALSE,72,6,3886,4/7/2004
WCAC10,2010,FALSE,110,9,81,2/12/2001
WCAC10,2010,FALSE,1323,110,88,1/2/1900
WCUL10,2010,FALSE,110,9,2885,2/12/2001
WCUL10,2010,FALSE,307,26,35,9/26/1984
WCUL10,2010,FALSE,1323,110,2928,1/2/1900
WLIN10,2010,TRUE,110,9,2094,2/12/2001
WLIN10,2010,TRUE,1323,110,212,1/2/1900
WVAL10,2010,TRUE,19,2,862,9/17/2008
WVAL10,2010,TRUE,49,4,1346,3/15/2006
WVAL10,2010,TRUE,73,6,412,3/4/2004
WVAL10,2010,TRUE,87,7,10,1/29/2003
WVAL10,2010,TRUE,89,8,169,11/25/2002
WVAL10,2010,TRUE,134,11,295,2/17/1999
WVAL10,2010,TRUE,188,16,26,8/4/1994
WVAL10,2010,TRUE,194,16,5,2/22/1994
WVAL10,2010,TRUE,311,26,1,5/15/1984
WVAL10,2010,TRUE,457,38,33,3/22/1972
WVAL10,2010,TRUE,1323,110,648,1/2/1900
ANGB11,2011,TRUE,122,10,2996,2/12/2001
ANGB11,2011,TRUE,141,12,2928,7/19/1999
ANGB11,2011,TRUE,263,22,10,5/22/1989
ANGB11,2011,TRUE,319,27,46,9/26/1984
ANGB11,2011,TRUE,1335,111,43,1/2/1900
ANGL11,2011,FALSE,19,2,1750,9/22/2009
ANGL11,2011,FALSE,122,10,1416,2/12/2001
ANGL11,2011,FALSE,141,12,1243,7/19/1999
ANGL11,2011,FALSE,263,22,61,5/22/1989
ANGL11,2011,FALSE,319,27,15,9/26/1984
ANGL11,2011,FALSE,369,31,9,7/7/1980
ANGL11,2011,FALSE,1335,111,1751,1/2/1900
ATNT11,2011,FALSE,98,8,3,2/24/2003
ATNT11,2011,FALSE,146,12,458,2/17/1999
ATNT11,2011,FALSE,1335,111,251,1/2/1900
BCHB11,2011,TRUE,141,12,1177,7/20/1999
BCHB11,2011,TRUE,1335,111,88,1/2/1900
BEAR11,2011,TRUE,156,13,24,4/29/1998
BEAR11,2011,TRUE,167,14,71,5/1/1997
BEAR11,2011,TRUE,181,15,338,3/25/1996
BEAR11,2011,TRUE,218,18,47,2/2/1993
BEAR11,2011,TRUE,302,25,152,2/3/1986
BEAR11,2011,TRUE,308,26,2,8/1/1985
BEAR11,2011,TRUE,1335,111,1558,1/2/1900
BIGL11,2011,TRUE,10,1,119,6/23/2010
BIGL11,2011,TRUE,13,1,457,3/25/2010
BIGL11,2011,TRUE,122,10,5833,2/12/2001
BIGL11,2011,TRUE,144,12,5,4/26/1999
BIGL11,2011,TRUE,177,15,129,7/18/1996
BIGL11,2011,TRUE,1335,111,407,1/2/1900
BINX11,2011,FALSE,50,4,5973,2/8/2007
BINX11,2011,FALSE,51,4,87,1/9/2007
BINX11,2011,FALSE,122,10,204,2/12/2001
BINX11,2011,FALSE,1335,111,534,1/2/1900
BLAR11,2011,TRUE,122,10,1253,2/12/2001
BLAR11,2011,TRUE,122,10,2,2/18/2001
BLAR11,2011,TRUE,141,12,367,7/7/1999
BLAR11,2011,TRUE,200,17,1,8/1/1994
BLAR11,2011,TRUE,315,26,4,1/16/1985
BLAR11,2011,TRUE,411,34,2,1/21/1977
BLAR11,2011,TRUE,1335,111,35,1/2/1900
BNCH11,2011,TRUE,45,4,390,7/20/2007
BNCH11,2011,TRUE,96,8,26,4/1/2003
BNCH11,2011,TRUE,141,12,2155,7/20/1999
BNCH11,2011,TRUE,335,28,1,5/24/1983
BNCH11,2011,TRUE,1335,111,47,1/2/1900
BOBB11,2011,TRUE,13,1,3268,3/25/2010
BOBB11,2011,TRUE,45,4,1117,7/17/2007
BOBB11,2011,TRUE,122,10,1198,2/18/2001
BOBB11,2011,TRUE,141,12,957,7/7/1999
BOBB11,2011,TRUE,190,16,70,6/15/1995
BOBB11,2011,TRUE,200,17,171,8/1/1994
BOBB11,2011,TRUE,253,21,1,3/26/1990
BOBB11,2011,TRUE,411,34,3,1/21/1977
BOBB11,2011,TRUE,1335,111,124,1/2/1900
BUBO11,2011,FALSE,19,2,1784,9/22/2009
BUBO11,2011,FALSE,105,9,607,7/26/2002
BUBO11,2011,FALSE,106,9,356,6/11/2002
BUBO11,2011,FALSE,108,9,117,4/14/2002
BUBO11,2011,FALSE,122,10,1062,2/12/2001
BUBO11,2011,FALSE,141,12,497,7/19/1999
BUBO11,2011,FALSE,153,13,10,7/7/1998
BUBO11,2011,FALSE,263,22,58,5/22/1989
BUBO11,2011,FALSE,319,27,3,9/26/1984
BUBO11,2011,FALSE,369,31,27,7/7/1980
BUBO11,2011,FALSE,1335,111,254,1/2/1900
CABS11,2011,TRUE,10,1,975,6/23/2010
CABS11,2011,TRUE,122,10,3646,2/12/2001
CABS11,2011,TRUE,144,12,4,4/26/1999
CABS11,2011,TRUE,169,14,170,3/18/1997
CABS11,2011,TRUE,253,21,30,3/28/1990
CABS11,2011,TRUE,434,36,32,2/13/1975
CABS11,2011,TRUE,469,39,4,3/22/1972
CABS11,2011,TRUE,1335,111,637,1/2/1900
CATB11,2011,FALSE,50,4,2761,2/8/2007
CATB11,2011,FALSE,84,7,327,4/7/2004
CATB11,2011,FALSE,122,10,2865,2/12/2001
CATB11,2011,FALSE,1335,111,101,1/2/1900
CATE11,2011,FALSE,50,4,138,2/8/2007
CATE11,2011,FALSE,54,5,117,10/11/2006
CATE11,2011,FALSE,84,7,2278,4/7/2004
CATE11,2011,FALSE,122,10,2004,2/12/2001
CATE11,2011,FALSE,319,27,2,9/26/1984
CATE11,2011,FALSE,1335,111,186,1/2/1900
CHET11,2011,TRUE,10,1,443,6/23/2010
CHET11,2011,TRUE,44,4,1874,8/9/2007
CHET11,2011,TRUE,72,6,2101,4/6/2005
CHET11,2011,TRUE,166,14,46,6/17/1997
CHET11,2011,TRUE,166,14,48,6/6/1997
CHET11,2011,TRUE,220,19,63,12/7/1992
CHET11,2011,TRUE,245,21,2,11/6/1990
CHET11,2011,TRUE,246,21,1,10/29/1990
CHET11,2011,TRUE,1335,111,575,1/2/1900
CHSR11,2011,TRUE,20,2,269,8/18/2009
CHSR11,2011,TRUE,24,2,11,4/23/2009
CHSR11,2011,TRUE,31,3,147,9/3/2008
CHSR11,2011,TRUE,72,6,1,4/22/2005
CHSR11,2011,TRUE,155,13,5,5/19/1998
CHSR11,2011,TRUE,156,13,28,4/29/1998
CHSR11,2011,TRUE,167,14,47,5/1/1997
CHSR11,2011,TRUE,179,15,4,5/6/1996
CHSR11,2011,TRUE,215,18,6,5/25/1993
CHSR11,2011,TRUE,1335,111,392,1/2/1900
CHTB11,2011,TRUE,44,4,1766,8/9/2007
CHTB11,2011,TRUE,72,6,45,4/6/2005
CHTB11,2011,TRUE,166,14,4,6/17/1997
CHTB11,2011,TRUE,220,19,4,12/7/1992
CHTB11,2011,TRUE,230,19,1,2/10/1992
CHTB11,2011,TRUE,238,20,1,6/4/1991
CHTB11,2011,TRUE,240,20,44,4/9/1991
CHTB11,2011,TRUE,245,21,1,11/6/1990
CHTB11,2011,TRUE,1335,111,89,1/2/1900
CIRC11,2011,TRUE,20,2,851,8/18/2009
CIRC11,2011,TRUE,99,8,2,1/10/2003
CIRC11,2011,TRUE,155,13,7,5/19/1998
CIRC11,2011,TRUE,156,13,469,4/29/1998
CIRC11,2011,TRUE,167,14,210,5/1/1997
CIRC11,2011,TRUE,181,15,192,3/25/1996
CIRC11,2011,TRUE,193,16,4,3/10/1995
CIRC11,2011,TRUE,1335,111,137,1/2/1900
CLAS11,2011,TRUE,19,2,253,9/22/2009
CLAS11,2011,TRUE,31,3,4387,9/17/2008
CLAS11,2011,TRUE,105,9,202,7/31/2002
CLAS11,2011,TRUE,200,17,770,8/4/1994
CLAS11,2011,TRUE,263,22,22,5/22/1989
CLAS11,2011,TRUE,284,24,102,8/10/1987
CLAS11,2011,TRUE,308,26,1,8/7/1985
CLAS11,2011,TRUE,323,27,9,5/15/1984
CLAS11,2011,TRUE,1335,111,178,1/2/1900
COPS11,2011,TRUE,13,1,4147,3/25/2010
COPS11,2011,TRUE,45,4,27,7/17/2007
COPS11,2011,TRUE,122,10,4534,2/12/2001
COPS11,2011,TRUE,122,10,473,2/18/2001
COPS11,2011,TRUE,141,12,540,7/7/1999
COPS11,2011,TRUE,177,15,5,7/18/1996
COPS11,2011,TRUE,190,16,30,6/15/1995
COPS11,2011,TRUE,200,17,3,8/1/1994
COPS11,2011,TRUE,253,21,5,3/26/1990
COPS11,2011,TRUE,1335,111,209,1/2/1900
COTG11,2011,TRUE,20,2,55,8/18/2009
COTG11,2011,TRUE,31,3,718,9/3/2008
COTG11,2011,TRUE,153,13,680,7/29/1998
COTG11,2011,TRUE,179,15,4,5/6/1996
COTG11,2011,TRUE,215,18,434,5/25/1993
COTG11,2011,TRUE,1335,111,357,1/2/1900
CRMB11,2011,TRUE,45,4,1053,7/20/2007
CRMB11,2011,TRUE,105,9,9,7/26/2002
CRMB11,2011,TRUE,106,9,71,6/11/2002
CRMB11,2011,TRUE,202,17,39,6/21/1994
CRMB11,2011,TRUE,1335,111,72,1/2/1900
CRSM11,2011,TRUE,31,3,200,9/17/2008
CRSM11,2011,TRUE,45,4,2131,7/20/2007
CRSM11,2011,TRUE,141,12,1632,7/20/1999
CRSM11,2011,TRUE,202,17,4,6/21/1994
CRSM11,2011,TRUE,284,24,16,8/10/1987
CRSM11,2011,TRUE,1335,111,2061,1/2/1900
CRSN11,2011,FALSE,9,1,663,7/22/2010
CRSN11,2011,FALSE,85,7,1210,3/26/2004
CRSN11,2011,FALSE,1335,111,306,1/2/1900
CURY11,2011,TRUE,11,1,932,5/13/2010
CURY11,2011,TRUE,31,3,2640,9/17/2008
CURY11,2011,TRUE,146,12,2719,2/17/1999
CURY11,2011,TRUE,195,16,9,1/10/1995
CURY11,2011,TRUE,200,17,18,8/4/1994
CURY11,2011,TRUE,1335,111,1608,1/2/1900
DEER11,2011,TRUE,122,10,6123,2/12/2001
DEER11,2011,TRUE,298,25,1,6/1/1986
DEER11,2011,TRUE,319,27,80,9/26/1984
DEER11,2011,TRUE,1335,111,17,1/2/1900
DICE11,2011,TRUE,13,1,4120,3/25/2010
DICE11,2011,TRUE,22,2,1545,6/10/2009
DICE11,2011,TRUE,32,3,2116,8/5/2008
DICE11,2011,TRUE,45,4,62,7/17/2007
DICE11,2011,TRUE,82,7,616,6/22/2004
DICE11,2011,TRUE,122,10,645,2/18/2001
DICE11,2011,TRUE,141,12,183,7/7/1999
DICE11,2011,TRUE,142,12,28,6/25/1999
DICE11,2011,TRUE,167,14,258,5/7/1997
DICE11,2011,TRUE,178,15,15,6/14/1996
DICE11,2011,TRUE,190,16,86,6/15/1995
DICE11,2011,TRUE,201,17,48,7/6/1994
DICE11,2011,TRUE,315,26,17,1/16/1985
DICE11,2011,TRUE,1335,111,240,1/2/1900
EAGB11,2011,TRUE,20,2,65,8/18/2009
EAGB11,2011,TRUE,102,9,275,10/30/2002
EAGB11,2011,TRUE,104,9,273,8/20/2002
EAGB11,2011,TRUE,153,13,11,7/23/1998
EAGB11,2011,TRUE,167,14,60,5/1/1997
EAGB11,2011,TRUE,181,15,201,3/25/1996
EAGB11,2011,TRUE,1335,111,107,1/2/1900
EAGR11,2011,TRUE,102,9,362,10/30/2002
EAGR11,2011,TRUE,104,9,7,8/20/2002
EAGR11,2011,TRUE,155,13,182,5/11/1998
EAGR11,2011,TRUE,181,15,315,3/25/1996
EAGR11,2011,TRUE,218,18,96,2/2/1993
EAGR11,2011,TRUE,239,20,149,5/1/1991
EAGR11,2011,TRUE,1335,111,1848,1/2/1900
EBAY11,2011,TRUE,122,10,5745,2/12/2001
EBAY11,2011,TRUE,177,15,24,7/18/1996
EBAY11,2011,TRUE,319,27,36,9/26/1984
EBAY11,2011,TRUE,407,34,19,5/27/1977
EBAY11,2011,TRUE,1335,111,31,1/2/1900
FENC11,2011,FALSE,13,1,1,3/24/2010
FENC11,2011,FALSE,36,3,12,4/3/2008
FENC11,2011,FALSE,37,3,34,3/26/2008
FENC11,2011,FALSE,53,5,1200,11/9/2006
FENC11,2011,FALSE,54,5,340,10/11/2006
FENC11,2011,FALSE,122,10,32,2/18/2001
FENC11,2011,FALSE,141,12,1774,7/7/1999
FENC11,2011,FALSE,142,12,7,6/22/1999
FENC11,2011,FALSE,167,14,9,5/5/1997
FENC11,2011,FALSE,202,17,5,6/27/1994
FENC11,2011,FALSE,315,26,61,1/16/1985
FENC11,2011,FALSE,1335,111,148,1/2/1900
FNCY11,2011,TRUE,31,3,1991,9/17/2008
FRED11,2011,TRUE,31,3,501,9/17/2008
FRED11,2011,TRUE,105,9,2225,7/26/2002
FRED11,2011,TRUE,106,9,289,6/11/2002
FRED11,2011,TRUE,263,22,48,5/22/1989
FRED11,2011,TRUE,284,24,55,8/10/1987
FRED11,2011,TRUE,1335,111,932,1/2/1900
HARY11,2011,TRUE,45,4,1798,7/20/2007
HARY11,2011,TRUE,106,9,1407,6/11/2002
HARY11,2011,TRUE,202,17,11,6/21/1994
HARY11,2011,TRUE,263,22,175,5/22/1989
HARY11,2011,TRUE,1335,111,112,1/2/1900
HEWT11,2011,FALSE,122,10,2945,2/12/2001
HEWT11,2011,FALSE,1335,111,2248,1/2/1900
HILD11,2011,TRUE,44,4,1762,8/9/2007
HILD11,2011,TRUE,230,19,80,2/10/1992
HILD11,2011,TRUE,234,20,3,10/28/1991
HILD11,2011,TRUE,1335,111,119,1/2/1900
HTOP11,2011,TRUE,20,2,1103,8/18/2009
HTOP11,2011,TRUE,31,3,4,9/3/2008
HTOP11,2011,TRUE,102,9,373,10/30/2002
HTOP11,2011,TRUE,104,9,96,8/20/2002
HTOP11,2011,TRUE,153,13,223,7/23/1998
HTOP11,2011,TRUE,153,13,927,7/29/1998
HTOP11,2011,TRUE,181,15,466,3/25/1996
HTOP11,2011,TRUE,191,16,19,5/16/1995
HTOP11,2011,TRUE,215,18,9,5/25/1993
HTOP11,2011,TRUE,227,19,1,5/11/1992
HTOP11,2011,TRUE,231,19,1,1/8/1992
HTOP11,2011,TRUE,239,20,4,5/1/1991
HTOP11,2011,TRUE,246,21,2,10/27/1990
HTOP11,2011,TRUE,461,39,16,11/27/1972
HTOP11,2011,TRUE,1335,111,471,1/2/1900
ISLA11,2011,FALSE,13,1,4997,3/24/2010
ISLA11,2011,FALSE,37,3,418,3/26/2008
ISLA11,2011,FALSE,53,5,702,11/9/2006
JANW11,2011,TRUE,31,3,2984,9/17/2008
JANW11,2011,TRUE,200,17,484,8/4/1994
JANW11,2011,TRUE,284,24,4,8/10/1987
JANW11,2011,TRUE,323,27,1,5/15/1984
JANW11,2011,TRUE,1335,111,1774,1/2/1900
JERE11,2011,TRUE,22,2,145,6/10/2009
JERE11,2011,TRUE,122,10,1431,2/18/2001
JERE11,2011,TRUE,141,12,2674,7/7/1999
JERE11,2011,TRUE,142,12,1,6/22/1999
JERE11,2011,TRUE,201,17,1,7/6/1994
JERE11,2011,TRUE,202,17,1,6/27/1994
JERE11,2011,TRUE,315,26,1,1/16/1985
JERE11,2011,TRUE,1335,111,61,1/2/1900
LARR11,2011,TRUE,122,10,6046,2/12/2001
LARR11,2011,TRUE,177,15,1,7/18/1996
LARR11,2011,TRUE,179,15,125,5/7/1996
LARR11,2011,TRUE,319,27,12,9/26/1984
LARR11,2011,TRUE,375,31,1,1/25/1980
LARR11,2011,TRUE,449,38,1,11/7/1973
LARR11,2011,TRUE,1335,111,107,1/2/1900
LOPZ11,2011,TRUE,19,2,2467,9/22/2009
LOPZ11,2011,TRUE,31,3,1681,9/17/2008
LOPZ11,2011,TRUE,105,9,2825,7/26/2002
LOPZ11,2011,TRUE,106,9,31,6/11/2002
LOPZ11,2011,TRUE,122,10,31,2/12/2001
LOPZ11,2011,TRUE,153,13,642,7/7/1998
LOPZ11,2011,TRUE,200,17,3,8/4/1994
LOPZ11,2011,TRUE,263,22,34,5/22/1989
LOPZ11,2011,TRUE,1335,111,58,1/2/1900
MERL11,2011,FALSE,105,9,794,7/26/2002
MERL11,2011,FALSE,106,9,311,6/11/2002
MERL11,2011,FALSE,122,10,1427,2/12/2001
MERL11,2011,FALSE,141,12,66,7/19/1999
MERL11,2011,FALSE,263,22,4,5/22/1989
MERL11,2011,FALSE,369,31,135,7/7/1980
MERL11,2011,FALSE,1335,111,3343,1/2/1900
MITA11,2011,TRUE,122,10,363,2/12/2001
MITA11,2011,TRUE,319,27,5,9/26/1984
MITA11,2011,TRUE,1335,111,458,1/2/1900
MOLY11,2011,TRUE,105,9,4773,7/26/2002
MOLY11,2011,TRUE,106,9,168,6/11/2002
MOLY11,2011,TRUE,108,9,28,4/14/2002
NBEN11,2011,TRUE,19,2,3318,9/22/2009
NBEN11,2011,TRUE,122,10,1387,2/12/2001
NBEN11,2011,TRUE,153,13,97,7/7/1998
NBEN11,2011,TRUE,177,15,7,7/18/1996
NBEN11,2011,TRUE,319,27,37,9/26/1984
NBEN11,2011,TRUE,407,34,6,5/27/1977
NBEN11,2011,TRUE,1335,111,27,1/2/1900
NPOL11,2011,TRUE,31,3,256,9/17/2008
NPOL11,2011,TRUE,141,12,364,7/20/1999
NPOL11,2011,TRUE,1335,111,2883,1/2/1900
NRXD11,2011,TRUE,19,2,3568,9/22/2009
NRXD11,2011,TRUE,122,10,3193,2/12/2001
NRXD11,2011,TRUE,153,13,38,7/7/1998
NRXD11,2011,TRUE,319,27,39,9/26/1984
NRXD11,2011,TRUE,407,34,1,5/27/1977
NRXD11,2011,TRUE,1335,111,5,1/2/1900
NSWL11,2011,FALSE,37,3,13,3/26/2008
NSWL11,2011,FALSE,53,5,773,11/9/2006
NSWL11,2011,FALSE,54,5,912,10/11/2006
NSWL11,2011,FALSE,122,10,1083,2/12/2001
NSWL11,2011,FALSE,122,10,70,2/18/2001
NSWL11,2011,FALSE,141,12,974,7/7/1999
NSWL11,2011,FALSE,319,27,199,9/26/1984
NSWL11,2011,FALSE,411,34,10,1/21/1977
NSWL11,2011,FALSE,1335,111,190,1/2/1900
NURS11,2011,TRUE,96,8,3110,4/1/2003
NURS11,2011,TRUE,141,12,36,7/20/1999
NURS11,2011,TRUE,335,28,209,5/24/1983
NURS11,2011,TRUE,1335,111,209,1/2/1900
NWES11,2011,FALSE,122,10,2831,2/12/2001
NWES11,2011,FALSE,141,12,181,7/19/1999
NWES11,2011,FALSE,319,27,1,9/26/1984
NWES11,2011,FALSE,1335,111,1091,1/2/1900
NWTR11,2011,TRUE,11,1,110,5/13/2010
NWTR11,2011,TRUE,146,12,4120,2/17/1999
NWTR11,2011,TRUE,306,26,92,10/18/1985
NWTR11,2011,TRUE,1335,111,1260,1/2/1900
PINE11,2011,FALSE,122,10,2201,2/12/2001
PINE11,2011,FALSE,1335,111,2998,1/2/1900
PINS11,2011,FALSE,122,10,118,2/12/2001
PINS11,2011,FALSE,1335,111,7237,1/2/1900
PITA11,2011,TRUE,155,13,2665,5/11/1998
PITA11,2011,TRUE,177,15,35,7/3/1996
PITA11,2011,TRUE,239,20,112,5/1/1991
PITA11,2011,TRUE,1335,111,429,1/2/1900
PLAZ11,2011,TRUE,19,2,1020,9/22/2009
PLAZ11,2011,TRUE,122,10,3728,2/12/2001
PLAZ11,2011,TRUE,169,14,110,3/18/1997
PLAZ11,2011,TRUE,177,15,2077,7/18/1996
PLAZ11,2011,TRUE,245,21,15,11/12/1990
PLAZ11,2011,TRUE,319,27,62,9/26/1984
PLAZ11,2011,TRUE,407,34,6,5/27/1977
PLAZ11,2011,TRUE,1335,111,322,1/2/1900
PMPE11,2011,TRUE,30,3,127,10/21/2008
PMPE11,2011,TRUE,31,3,80,9/3/2008
PMPE11,2011,TRUE,44,4,2228,8/16/2007
PMPE11,2011,TRUE,167,14,2,5/2/1997
PMPE11,2011,TRUE,215,18,424,5/25/1993
PMPE11,2011,TRUE,1335,111,332,1/2/1900
POLA11,2011,TRUE,61,5,1911,3/15/2006
POLA11,2011,TRUE,141,12,3772,7/20/1999
POLA11,2011,TRUE,206,17,164,2/22/1994
POLA11,2011,TRUE,1335,111,217,1/2/1900
RATL11,2011,TRUE,122,10,3076,2/12/2001
RATL11,2011,TRUE,141,12,63,7/19/1999
RATL11,2011,TRUE,319,27,27,9/26/1984
RATL11,2011,TRUE,1335,111,91,1/2/1900
RAUL11,2011,TRUE,19,2,4035,9/22/2009
RAUL11,2011,TRUE,31,3,966,9/17/2008
RAUL11,2011,TRUE,153,13,18,7/7/1998
RAUL11,2011,TRUE,200,17,94,8/4/1994
RAUL11,2011,TRUE,263,22,47,5/22/1989
RAUL11,2011,TRUE,1335,111,38,1/2/1900
REED11,2011,TRUE,45,4,2184,7/20/2007
REED11,2011,TRUE,105,9,3616,7/26/2002
REED11,2011,TRUE,106,9,3154,6/11/2002
REED11,2011,TRUE,202,17,57,6/21/1994
REED11,2011,TRUE,263,22,80,5/22/1989
REED11,2011,TRUE,1335,111,53,1/2/1900
ROSE11,2011,TRUE,122,10,4941,2/12/2001
ROSE11,2011,TRUE,179,15,327,5/7/1996
ROSE11,2011,TRUE,319,27,28,9/26/1984
ROSE11,2011,TRUE,1335,111,77,1/2/1900
SAND11,2011,TRUE,122,10,7221,2/12/2001
SAND11,2011,TRUE,177,15,33,7/18/1996
SAND11,2011,TRUE,319,27,230,9/26/1984
SAND11,2011,TRUE,407,34,234,5/27/1977
SAND11,2011,TRUE,1335,111,60,1/2/1900
SCAC11,2011,FALSE,13,1,3,3/24/2010
SCAC11,2011,FALSE,37,3,249,3/26/2008
SCAC11,2011,FALSE,53,5,1186,11/9/2006
SCAC11,2011,FALSE,54,5,1751,10/11/2006
SCAC11,2011,FALSE,122,10,3706,2/12/2001
SCAC11,2011,FALSE,179,15,6,5/7/1996
SCAC11,2011,FALSE,319,27,1,9/26/1984
SCAC11,2011,FALSE,1335,111,95,1/2/1900
SCOB11,2011,TRUE,122,10,550,2/18/2001
SCOB11,2011,TRUE,141,12,3716,7/7/1999
SCOB11,2011,TRUE,200,17,34,8/1/1994
SCOB11,2011,TRUE,315,26,66,1/16/1985
SCRP11,2011,FALSE,17,2,453,11/24/2009
SCRP11,2011,FALSE,105,9,810,7/26/2002
SCRP11,2011,FALSE,106,9,120,6/11/2002
SCRP11,2011,FALSE,369,31,23,7/7/1980
SCRP11,2011,FALSE,1335,111,287,1/2/1900
SFBS11,2011,TRUE,12,1,396,4/16/2010
SFBS11,2011,TRUE,19,2,834,9/25/2009
SFBS11,2011,TRUE,206,17,709,2/10/1994
SFBS11,2011,TRUE,215,18,5,5/25/1993
SFBS11,2011,TRUE,220,19,61,12/9/1992
SFBS11,2011,TRUE,227,19,707,5/19/1992
SFBS11,2011,TRUE,227,19,533,5/20/1992
SFBS11,2011,TRUE,1335,111,1436,1/2/1900
SFLA11,2011,TRUE,11,1,170,5/13/2010
SFLA11,2011,TRUE,227,19,3254,5/20/1992
SFLA11,2011,TRUE,227,19,48,5/19/1992
SFLA11,2011,TRUE,237,20,4,7/17/1991
SFLA11,2011,TRUE,246,21,99,10/30/1990
SFLA11,2011,TRUE,305,26,7,11/15/1985
SFLA11,2011,TRUE,306,26,584,10/18/1985
SFLA11,2011,TRUE,1335,111,712,1/2/1900
SFLC11,2011,TRUE,102,9,969,10/3/2002
SFLC11,2011,TRUE,227,19,397,5/20/1992
SFLC11,2011,TRUE,227,19,488,5/19/1992
SFLC11,2011,TRUE,237,20,114,7/17/1991
SFLC11,2011,TRUE,1335,111,415,1/2/1900
SFLS11,2011,TRUE,19,2,1176,9/25/2009
SFLS11,2011,TRUE,30,3,75,10/21/2008
SFLS11,2011,TRUE,31,3,37,9/3/2008
SFLS11,2011,TRUE,215,18,623,5/25/1993
SFLS11,2011,TRUE,220,19,248,12/9/1992
SFLS11,2011,TRUE,227,19,528,5/20/1992
SFLS11,2011,TRUE,246,21,66,10/30/1990
SFLS11,2011,TRUE,305,26,70,11/15/1985
SFLS11,2011,TRUE,306,26,1,10/18/1985
SFLS11,2011,TRUE,1335,111,1464,1/2/1900
SFLW11,2011,TRUE,11,1,1766,5/13/2010
SFLW11,2011,TRUE,19,2,3726,9/22/2009
SFLW11,2011,TRUE,31,3,824,9/17/2008
SFLW11,2011,TRUE,101,9,4,11/5/2002
SFLW11,2011,TRUE,102,9,1882,10/3/2002
SFLW11,2011,TRUE,105,9,50,7/31/2002
SFLW11,2011,TRUE,110,9,40,2/22/2002
SFLW11,2011,TRUE,195,16,4,1/10/1995
SFLW11,2011,TRUE,200,17,10,8/4/1994
SFLW11,2011,TRUE,225,19,5,7/10/1992
SFLW11,2011,TRUE,227,19,119,5/20/1992
SFLW11,2011,TRUE,237,20,244,7/17/1991
SFLW11,2011,TRUE,246,21,1,10/29/1990
SFLW11,2011,TRUE,263,22,30,5/22/1989
SFLW11,2011,TRUE,323,27,45,5/15/1984
SFLW11,2011,TRUE,397,33,33,3/23/1978
SFLW11,2011,TRUE,1335,111,1638,1/2/1900
SHIC11,2011,TRUE,10,1,623,6/29/2010
SHIC11,2011,TRUE,10,1,9,6/11/2010
SHIC11,2011,TRUE,10,1,37,6/23/2010
SHIC11,2011,TRUE,13,1,1930,3/25/2010
SHIC11,2011,TRUE,32,3,399,8/5/2008
SHIC11,2011,TRUE,45,4,18,7/17/2007
SHIC11,2011,TRUE,82,7,112,6/22/2004
SHIC11,2011,TRUE,142,12,14,6/25/1999
