USFWBand,JayID,Sex,AgeKnown,NatalNest,FldgDate,LastObsDate
1713-49004,PBQ-,M,Y,PMPE111,4/19/2011,3/14/2012
1713-49048,LWQ-,M,Y,BUBO111,4/21/2011,2/12/2014
1453-78345,-LZA,M,Y,PLAZ961,5/13/1996,4/14/1999
1453-78314,-OZO,M,Y,EBAY961,5/9/1996,3/17/1998
1713-14000,nWQ-,M,Y,LARR111,4/17/2011,4/18/2011
1453-78352,SAO-,M,Y,PLOT872,5/12/1987,1/14/1998
1453-78355,-OZW,M,Y,SWAL961,5/17/1996,4/14/1998
1453-78356,-LZW,M,Y,SWAL961,5/17/1996,6/14/2004
1453-78370,-RZY,M,Y,N7RD963,5/30/1996,8/9/2001
1453-78378,-AZG,M,Y,JERE962,6/2/1996,11/13/2001
1573-66549,CG-n,M,Y,MERL043,6/7/2004,6/28/2004
1513-50341,OO-C,M,Y,JERE993,6/11/1999,10/13/1999
1713-49003,WYQ-,M,Y,LARR111,4/17/2011,9/14/2011
1453-78287,-OZY,M,Y,KETH961,5/3/1996,6/14/2001
1713-13982,ORQ-,M,Y,EAGR111,4/17/2011,10/16/2013
1453-78252,-WZP,M,Y,RUSS961,4/13/1996,3/12/2002
1453-78254,-GZP,M,Y,RUSS961,4/13/1996,7/10/1997
1713-49039,YHQ-,M,Y,WLIN112,4/20/2011,9/16/2015
1453-78267,-BZR,M,Y,LOCK961,4/30/1996,8/13/2002
1713-49034,nLQ-,M,Y,NNAR111,4/14/2011,6/3/2011
1453-78279,-LZG,M,Y,NRID961,5/2/1996,11/13/1999
1713-49033,YOQ-,M,Y,NNAR111,4/14/2011,9/16/2015
1453-78316,-WZL,M,Y,SCOP962,5/9/1996,9/11/2000
1713-49032,YPQ-,M,Y,NNAR111,4/14/2011,6/15/2011
1713-49015,nRQ-,M,Y,NPOL111,4/15/2011,4/18/2011
1713-49030,BAQ-,M,Y,REED111,4/19/2011,2/13/2013
1453-78290,-WZO,M,Y,BNCH961,5/3/1996,3/16/1999
1453-78291,-RZO,M,Y,BNCH961,5/3/1996,12/13/1997
1453-78292,-YZB,M,Y,NPOL961,5/3/1996,1/13/2000
1453-78293,-BZB,M,Y,NPOL961,5/3/1996,12/14/1998
1713-49023,ROQ-,M,Y,CATE111,4/23/2011,7/20/2011
1713-49021,RBQ-,M,Y,CATE111,4/23/2011,7/7/2014
1453-78177,LZY-,M,Y,MCBY952,6/14/1995,3/17/1998
1453-78285,-BZY,M,Y,MRGO961,4/30/1996,11/15/1997
1513-50981,PRC-,M,Y,CHOP013,5/25/2001,1/13/2005
1713-13622,-HBQ,M,Y,SFLC101,5/6/2010,10/14/2015
1513-50963,RLC-,M,Y,NMIT011,5/19/2001,9/10/2002
1513-50964,GLC-,M,Y,NMIT011,5/19/2001,8/9/2001
1513-50971,WRC-,M,Y,SCOB011,5/19/2001,7/2/2001
1513-50972,RnC-,M,Y,SCOB011,5/19/2001,5/19/2001
1713-13614,-nGQ,M,Y,WLIN101,5/6/2010,6/13/2010
1513-50975,FBC-,M,Y,XRDS012,5/24/2001,6/11/2003
1713-13617,-WPQ,M,Y,WLIN101,5/6/2010,10/14/2015
1513-50977,LnC-,M,Y,NWES011,5/25/2001,6/29/2001
1513-50960,OnC-,M,Y,RUSS011,5/17/2001,5/25/2001
1513-50982,ORC-,M,Y,CHOP013,5/25/2001,7/11/2008
1513-50989,GWC-,M,Y,CTRN013,5/26/2001,7/11/2002
1513-50990,YLC-,M,Y,SCOP012,5/27/2001,1/14/2002
1513-50991,BLC-,M,Y,SCOP012,5/27/2001,5/11/2004
1513-50993,LGC-,M,Y,FENC012,5/30/2001,7/11/2008
1513-50996,WPC-,M,Y,N18E016,6/11/2001,3/12/2002
1513-50997,RPC-,M,Y,N18E016,6/11/2001,4/11/2003
1573-65912,CR-n,M,Y,RUSS041,4/11/2004,4/11/2004
1513-50976,ABC-,M,Y,XRDS012,5/24/2001,7/11/2003
1513-50933,GnC-,M,Y,MERL011,5/2/2001,5/2/2001
1513-50339,Wn-C,M,Y,HARY993,6/11/1999,6/9/1999
1713-13640,-RWQ,M,Y,NSWL101,5/9/2010,9/14/2011
1513-50922,RGC-,M,Y,SFLS011,4/28/2001,10/10/2001
1713-13639,-nWQ,M,Y,NSWL101,5/9/2010,5/9/2010
1513-50927,OGC-,M,Y,ANNI011,5/3/2001,12/10/2002
1513-50929,FnC-,M,Y,SORA011,5/2/2001,5/3/2001
1713-13636,-nAQ,M,Y,RAUL102,5/8/2010,5/14/2010
1713-13616,-nBQ,M,Y,WLIN101,5/6/2010,5/31/2010
1513-50932,RBC-,M,Y,MERL011,5/2/2001,10/10/2001
1713-13601,-nWQ,M,Y,SFLA101,5/6/2010,6/17/2010
1513-50936,LnC-,M,Y,CACT011,5/2/2001,5/2/2001
1513-50937,OBC-,M,Y,CACT011,5/2/2001,6/13/2002
1513-50942,YPC-,M,Y,WAHO011,5/10/2001,6/13/2007
1513-50943,BnC-,M,Y,PLAZ011,5/11/2001,5/26/2001
1713-13619,-WLQ,M,Y,NBEN101,5/6/2010,8/12/2015
1513-50952,AnC-,M,Y,DICE012,5/14/2001,5/14/2001
1513-50958,AnC-,M,Y,PUMP012,5/16/2001,5/19/2001
1713-13618,-nOQ,M,Y,NBEN101,5/6/2010,5/19/2010
1513-50931,WBC-,M,Y,MERL011,5/2/2001,9/11/2006
1713-13369,-YPQ,M,Y,TP11101,4/28/2010,10/17/2012
1573-65954,CP-B,M,Y,N7RD041,4/26/2004,9/13/2004
1573-65957,CW-P,M,Y,CACT041,4/26/2004,5/13/2013
1573-65958,CR-P,M,Y,CACT041,4/26/2004,9/11/2006
1573-65960,CH-P,M,Y,CACT041,4/26/2004,3/14/2005
1573-65961,CB-P,M,Y,PINE041,4/28/2004,7/15/2004
1573-65963,CO-P,M,Y,PINE041,4/28/2004,6/13/2005
1573-65966,CW-O,M,Y,SLAK041,4/26/2004,1/15/2008
1713-13603,-nGQ,M,Y,SFLA101,5/6/2010,6/18/2010
1713-13370,-YOQ,M,Y,TP11101,4/28/2010,7/18/2012
1713-13375,-BBQ,M,Y,MIDG101,4/30/2010,7/11/2010
1573-65970,CB-O,M,Y,PLAZ041,4/26/2004,9/13/2004
1713-13368,-YBQ,M,Y,TP11101,4/28/2010,10/14/2015
1573-65972,CO-n,M,Y,PLAZ041,4/26/2004,6/2/2004
1573-65975,CA-P,M,Y,NPOL041,4/27/2004,9/11/2007
1573-65979,CW-n,M,Y,FENC041,4/26/2004,4/26/2004
1573-65980,CR-G,M,Y,FENC041,4/26/2004,2/15/2006
1573-65982,CH-n,M,Y,MCBY041,4/28/2004,4/30/2004
1713-13361,-nPQ,M,Y,NWTR101,4/28/2010,5/31/2010
1573-65967,CR-O,M,Y,SLAK041,4/26/2004,1/15/2008
1573-65937,CR-n,M,Y,BIGL041,4/21/2004,4/21/2004
1713-13627,-LHQ,M,Y,PMPE101,5/7/2010,3/12/2014
1573-65924,CB-R,M,Y,WSIX041,4/19/2004,7/14/2005
1573-65925,CP-R,M,Y,WSIX041,4/19/2004,11/18/2009
1573-65928,CF-R,M,Y,EBAY041,4/21/2004,6/14/2004
1573-65929,CA-n,M,Y,EBAY041,4/21/2004,4/21/2004
1573-65930,CW-n,M,Y,MARI041,4/19/2004,4/19/2004
1713-13386,-nWQ,M,Y,WISE101,5/2/2010,5/3/2010
1573-65934,CB-G,M,Y,SFLC042,4/21/2004,7/20/2011
1573-65953,CB-B,M,Y,N7RD041,4/26/2004,11/11/2004
1573-65936,CW-n,M,Y,BIGL041,4/21/2004,4/21/2004
1573-65952,CH-n,M,Y,XRDS041,4/27/2004,5/5/2004
1573-65938,CG-n,M,Y,BIGL041,4/21/2004,4/21/2004
1573-65940,CP-G,M,Y,FARS041,4/21/2004,11/11/2004
1573-65941,CO-G,M,Y,FARS041,4/21/2004,12/13/2004
1573-65945,CB-n,M,Y,HICE041,4/26/2004,5/11/2004
1573-65946,CP-n,M,Y,HICE041,4/26/2004,5/11/2004
1573-65948,CL-H,M,Y,HICE041,4/26/2004,1/20/2010
1713-49323,CW-B,M,Y,XRDS041,4/27/2004,10/14/2015
1573-65916,CP-W,M,Y,CTRN042,4/16/2004,8/18/2008
1713-13381,-PGQ,M,Y,SFLW101,4/30/2010,8/16/2010
1513-50724,-AnC,M,Y,EBAY001,4/27/2000,5/28/2000
1713-13642,-nYQ,M,Y,NSWL101,5/9/2010,6/18/2010
1513-50711,-LGC,M,Y,CHOP001,4/27/2000,8/10/2000
1713-13677,-PBQ,M,Y,HTOP104,5/25/2010,8/6/2010
1713-13675,-nGQ,M,Y,SAND101,5/23/2010,5/24/2010
1513-50715,-YAC,M,Y,MERL001,4/28/2000,5/14/2001
1513-50717,-RWC,M,Y,LOPZ002,4/27/2000,12/12/2005
1513-50720,-WYC,M,Y,NPOL002,4/28/2000,6/13/2002
1513-50709,-AGC,M,Y,CHOP001,4/27/2000,12/12/2000
1713-13670,-nPQ,M,Y,NXRD101,5/18/2010,5/22/2010
1513-50708,-BnC,M,Y,CHOP001,4/27/2000,4/27/2000
1513-50725,-YnC,M,Y,VALL002,4/28/2000,4/28/2000
1513-50726,-BYC,M,Y,VALL002,4/28/2000,11/18/2009
1713-13669,-nBQ,M,Y,NXRD101,5/18/2010,7/1/2010
1513-50728,-WnC,M,Y,EQUS001,5/3/2000,5/10/2000
1513-50729,-RRC,M,Y,EQUS001,5/3/2000,5/14/2001
1513-50730,-GRC,M,Y,EQUS001,5/3/2000,11/13/2000
1513-50731,-OYC,M,Y,SFLC001,5/3/2000,10/11/2000
1513-50732,-LYC,M,Y,SFLC001,5/3/2000,7/20/2011
1513-50722,-GYC,M,Y,NPOL002,4/28/2000,8/18/2003
1513-50391,-OWC,M,Y,SCRP001,4/19/2000,4/12/2005
1453-63677,Z-RG,M,Y,LOCK933,5/10/1993,11/10/1994
1713-13700,-HPQ,M,Y,ANGL102,6/5/2010,8/13/2014
1713-13690,-GAQ,M,Y,VALL103,5/31/2010,6/15/2011
1513-50346,YO-C,M,Y,EBAY994,6/15/1999,3/13/2001
1513-50347,Bn-C,M,Y,EBAY994,6/15/1999,6/13/1999
1513-50348,Pn-C,M,Y,PUMP993,6/24/1999,6/21/1999
1713-13688,-nPQ,M,Y,RISE101,5/30/2010,7/25/2010
1713-13678,-nPQ,M,Y,HTOP104,5/25/2010,5/26/2010
1513-50390,-PWC,M,Y,SCRP001,4/19/2000,12/12/2000
1513-50738,-YnC,M,Y,SCOB002,5/6/2000,5/10/2000
1513-50392,-FWC,M,Y,SFLS001,4/24/2000,6/28/2000
1513-50393,-AWC,M,Y,SFLS001,4/24/2000,6/27/2000
1513-50398,-BRC,M,Y,BALD001,4/23/2000,7/12/2001
1513-50399,-PRC,M,Y,BALD001,4/23/2000,7/17/2000
1713-13685,-YAQ,M,Y,NWES103,5/29/2010,8/17/2011
1713-13684,-YHQ,M,Y,NWES103,5/29/2010,5/11/2011
1513-50706,-GGC,M,Y,BIGL001,4/28/2000,11/11/2004
1513-50707,-YnC,M,Y,BIGL001,4/28/2000,4/28/2000
1513-50350,Wn-C,M,Y,SCOP994,6/27/1999,6/27/1999
1513-50792,-ORC,M,Y,MCBY001,4/30/2000,5/13/2002
1513-50776,-RnC,M,Y,N18E003,6/2/2000,6/2/2000
1513-50777,-GnC,M,Y,N18E003,6/2/2000,6/8/2000
1513-50778,-YnC,M,Y,N18E003,6/2/2000,6/2/2000
1713-13649,-RAQ,M,Y,MOLY101,5/8/2010,10/14/2015
1513-50780,-PnC,M,Y,MIDR004,6/9/2000,6/9/2000
1713-13646,-PAQ,M,Y,CRSN102,5/11/2010,12/14/2011
1713-13645,-BAQ,M,Y,CRSN102,5/11/2010,11/17/2010
1713-13668,-BHQ,M,Y,HILD101,5/25/2010,7/22/2010
1713-13644,-HAQ,M,Y,CURY101,5/9/2010,7/18/2010
1513-50765,-FnC,M,Y,ELIN004,6/1/2000,6/15/2000
1713-13633,-ABQ,M,Y,FENC101,5/6/2010,1/19/2011
1513-50903,YWC-,M,Y,SWSE011,4/17/2001,7/12/2001
1513-50904,BWC-,M,Y,SWSE011,4/17/2001,11/18/2009
1513-50907,OnC-,M,Y,ASPH011,4/22/2001,4/24/2001
1513-50908,LnC-,M,Y,ASPH011,4/22/2001,4/24/2001
1513-50910,PnC-,M,Y,SCRP011,4/29/2001,4/29/2001
1713-13632,-nYQ,M,Y,FENC101,5/6/2010,7/17/2010
1513-50913,FRC-,M,Y,SCRP011,4/29/2001,1/14/2002
1513-50784,-AnC,M,Y,NMIT003,6/14/2000,7/17/2000
1513-50752,-AnC,M,Y,WCPR002,5/11/2000,5/12/2000
1513-50340,Rn-C,M,Y,HARY993,6/11/1999,6/25/1999
1513-50739,-BBC,M,Y,SCOB002,5/6/2000,6/25/2000
1713-13662,-BOQ,M,Y,PITA104,5/21/2010,10/14/2015
1713-13661,-BPQ,M,Y,PITA104,5/21/2010,10/19/2011
1713-13659,-GYQ,M,Y,GRVR102,5/19/2010,7/17/2010
1513-50744,-YPC,M,Y,POWL002,5/11/2000,7/17/2000
1513-50746,-PPC,M,Y,POWL002,5/11/2000,7/14/2005
1513-50748,-WnC,M,Y,SCOP002,5/11/2000,5/11/2000
1713-13650,-nHQ,M,Y,BUBO102,5/12/2010,7/13/2010
1713-13656,-WBQ,M,Y,SCAC101,5/15/2010,7/17/2013
1713-13651,-nAQ,M,Y,BUBO102,5/12/2010,5/19/2010
1513-50753,-GOC,M,Y,MITA001,5/10/2000,6/14/2001
1513-50754,-YOC,M,Y,MITA001,5/10/2000,6/26/2000
1513-50755,-BOC,M,Y,MITA001,5/10/2000,6/26/2000
1713-13654,-AHQ,M,Y,COPS101,5/14/2010,10/14/2015
1513-50757,-LPC,M,Y,KETH001,5/13/2000,6/14/2001
1713-13652,-nHQ,M,Y,BOBB101,5/12/2010,5/19/2010
1513-50764,-LnC,M,Y,ELIN004,6/1/2000,6/27/2000
1713-13663,-WHQ,M,Y,SCOB102,5/19/2010,8/17/2011
1513-50749,-RnC,M,Y,SCOP002,5/11/2000,5/12/2000
