ID,Band,AcID,FirstYr,FirstDateBred,LastObsDate,AgeFirstBreed,AgeKnown,Sex,SexInd,Days
-GSW,793-09760,349,1982,2/1/1982,11/12/1987,6,Y,M,1,2110
P-SA,793-09803,391,1982,3/27/1982,10/7/1983,7,N,M,1,559
SYR-,793-09858,446,1982,4/1/1982,5/10/1983,5,Y,M,1,404
-SYW,793-09885,472,1980,5/15/1980,4/15/1990,2,Y,M,1,3622
OZ-W,1013-63369,742,1994,4/17/1994,4/14/1998,2,Y,M,1,1458
YZ-OK,1013-63445,774,1994,4/19/1994,11/12/2002,2,Y,M,1,3129
YZ-OK,1013-63445,774,1994,4/19/1994,11/12/2002,2,Y,M,1,3129
B-FQ,1043-44204,777,1997,3/24/1997,7/10/1997,2,N,M,1,108
B-FQ,1043-44204,777,1997,3/24/1997,7/10/1997,2,N,M,1,108
B-FQ,1043-44204,777,1997,3/24/1997,7/10/1997,2,N,M,1,108
F-PM,1043-44205,778,1997,4/10/1997,12/13/1997,2,N,M,1,247
F-YQ,1043-44207,780,1997,3/15/1997,6/14/2001,2,N,M,1,1552
L-PC,1043-44209,782,1997,4/6/1997,2/18/1998,2,N,M,1,318
L-PC,1043-44209,782,1997,4/6/1997,2/18/1998,2,N,M,1,318
ZBW-,1043-44215,789,1999,4/6/1999,7/11/2008,2,Y,M,1,3384
ZBW-,1043-44215,789,1999,4/6/1999,7/11/2008,2,Y,M,1,3384
ZGR-,1043-44222,796,2001,3/9/2001,6/14/2001,4,Y,M,1,97
ZOG-,1043-44237,811,2001,4/6/2001,8/22/2012,4,Y,M,1,4156
ZGW-,1043-44253,827,2000,4/10/2000,2/12/2001,3,Y,M,1,308
ZOO-,1043-44300,874,1999,3/30/1999,7/11/2002,2,Y,M,1,1199
ZOO-,1043-44300,874,1999,3/30/1999,7/11/2002,2,Y,M,1,1199
R-LC,1043-80105,879,1989,4/4/1989,8/15/1989,3,N,M,1,133
R-LC,1043-80105,879,1989,4/4/1989,8/15/1989,3,N,M,1,133
SFW=,1043-80108,882,1990,3/7/1990,12/13/1991,3,Y,M,1,646
Y-RC,1043-80117,891,1990,4/24/1990,5/17/1990,4,N,M,1,23
Y-RC,1043-80117,891,1990,4/24/1990,5/17/1990,4,N,M,1,23
Y-GC,1043-80118,892,1988,4/7/1988,8/15/1989,2,N,M,1,495
Y-BC,1043-80120,894,1988,5/4/1988,4/14/1998,2,N,M,1,3632
Y-LC,1043-80123,897,1988,4/19/1988,10/11/1989,2,N,M,1,540
-SWO,1043-80125,899,1990,3/15/1990,10/16/1991,2,Y,M,1,580
-SWO,1043-80125,899,1990,3/15/1990,10/16/1991,2,Y,M,1,580
-SAO,1043-80139,913,1991,3/14/1991,2/12/1995,3,Y,M,1,1431
-SOF,1043-80142,916,1990,5/2/1990,7/16/1992,2,Y,M,1,806
-SOF,1043-80142,916,1990,5/2/1990,7/16/1992,2,Y,M,1,806
-SWF,1043-80143,917,1991,3/22/1991,11/13/1991,3,Y,M,1,236
-SRF,1043-80144,918,1991,5/2/1991,6/12/1996,3,Y,M,1,1868
-SRF,1043-80144,918,1991,5/2/1991,6/12/1996,3,Y,M,1,1868
-SRL,1043-80151,925,1990,4/6/1990,4/14/1993,2,Y,M,1,1104
-SBP,1043-80161,935,1991,3/21/1991,1/18/1992,3,Y,M,1,303
-SBP,1043-80161,935,1991,3/21/1991,1/18/1992,3,Y,M,1,303
-SBP,1043-80161,935,1991,3/21/1991,1/18/1992,3,Y,M,1,303
-SBP,1043-80161,935,1991,3/21/1991,1/18/1992,3,Y,M,1,303
B-FC,1043-80177,951,1988,5/5/1988,3/16/1995,2,N,M,1,2506
-SLF,1043-80180,954,1990,5/5/1990,1/18/1992,2,Y,M,1,623
-SOP,1043-80188,962,1990,4/18/1990,5/19/1992,2,Y,M,1,762
-SOP,1043-80188,962,1990,4/18/1990,5/19/1992,2,Y,M,1,762
G-CY,1043-80217,991,1989,2/1/1989,6/11/1991,3,N,M,1,860
=SLB,1043-80240,1003,1991,3/16/1991,6/30/1993,3,Y,M,1,837
-ZWG,1043-90501,1038,2000,4/11/2000,10/11/2000,2,Y,M,1,183
-ZWG,1043-90501,1038,2000,4/11/2000,10/11/2000,2,Y,M,1,183
-ZWG,1043-90501,1038,2000,4/11/2000,10/11/2000,2,Y,M,1,183
-ZRG,1043-90502,1039,2000,4/1/2000,4/11/2000,2,Y,M,1,10
-ZYY,1043-90515,1052,2001,4/11/2001,11/13/2001,3,Y,M,1,216
-ZYY,1043-90515,1052,2001,4/11/2001,11/13/2001,3,Y,M,1,216
-ZLY,1043-90521,1058,2001,4/16/2001,12/10/2002,3,Y,M,1,603
-ZLY,1043-90521,1058,2001,4/16/2001,12/10/2002,3,Y,M,1,603
-ZLY,1043-90521,1058,2001,4/16/2001,12/10/2002,3,Y,M,1,603
-ZWW,1043-90540,1077,2000,4/5/2000,11/14/2005,2,Y,M,1,2049
-ZWW,1043-90540,1077,2000,4/5/2000,11/14/2005,2,Y,M,1,2049
=SBG,1053-14402,1115,1991,3/28/1991,6/11/1991,3,Y,M,1,75
-SWA,1053-14420,1133,1991,3/24/1991,6/15/1998,3,Y,M,1,2640
-SWA,1053-14420,1133,1991,3/24/1991,6/15/1998,3,Y,M,1,2640
P-CR,1053-14467,1179,1991,3/15/1991,10/17/1993,4,N,M,1,947
SL-L,1053-14499,1206,1986,4/22/1986,5/17/1990,2,Y,M,1,1486
-WGS,1053-56501,1208,1983,3/15/1983,5/19/1992,3,Y,M,1,3353
GAS-,1053-56503,1210,1991,3/16/1991,8/12/1994,10,Y,M,1,1245
GPS-,1053-56510,1217,1984,4/2/1984,5/17/1990,3,Y,M,1,2236
GPS-,1053-56510,1217,1984,4/2/1984,5/17/1990,3,Y,M,1,2236
511C,1053-56511,1218,1989,4/9/1989,6/15/1994,2,N,M,1,1893
L-RC,1053-56512,1219,1989,4/8/1989,12/14/1989,2,N,M,1,250
BG-Z,1053-56537,1244,1991,4/2/1991,11/11/1992,2,Y,M,1,589
LG-Z,1053-56561,1270,1991,4/5/1991,10/16/1991,2,Y,M,1,194
WG-Z,1053-56566,1275,1991,4/12/1991,3/17/1994,2,Y,M,1,1070
L-GC,1053-56664,1373,1989,2/1/1989,3/17/1998,2,N,M,1,3331
L-GC,1053-56664,1373,1989,2/1/1989,3/17/1998,2,N,M,1,3331
B-OC,1053-56724,1436,1991,3/23/1991,4/17/1992,3,N,M,1,391
-PGZ,1053-56766,1478,1993,3/18/1993,10/10/1996,3,Y,M,1,1302
-PGZ,1053-56766,1478,1993,3/18/1993,10/10/1996,3,Y,M,1,1302
-GYZ,1053-56771,1483,1993,4/7/1993,8/10/1997,3,Y,M,1,1586
-BRZ,1053-56773,1485,1992,5/4/1992,8/13/1992,2,Y,M,1,101
-WRZ,1053-56784,1495,1994,4/9/1994,11/10/1994,4,Y,M,1,215
-RRZ,1053-56785,1496,1993,3/19/1993,4/14/1998,3,Y,M,1,1852
-APZ,1053-56787,1498,1992,4/13/1992,5/19/1992,2,Y,M,1,36
-AGZ,1053-56788,1499,1994,4/4/1994,11/13/1999,4,Y,M,1,2049
Y-YQ,1713-49393,1522,2002,3/21/2002,2/13/2013,2,N,M,1,3982
Y-YQ,1713-49393,1522,2002,3/21/2002,2/13/2013,2,N,M,1,3982
Y-YQ,1713-49393,1522,2002,3/21/2002,2/13/2013,2,N,M,1,3982
WC-W,1063-42815,1525,2004,3/26/2004,8/10/2006,2,Y,M,1,867
RC-W,1063-42816,1526,2005,3/29/2005,6/11/2014,3,Y,M,1,3361
RC-W,1063-42816,1526,2005,3/29/2005,6/11/2014,3,Y,M,1,3361
RC-W,1063-42816,1526,2005,3/29/2005,6/11/2014,3,Y,M,1,3361
YC-G,1063-42826,1536,2003,4/1/2003,11/14/2006,1,Y,M,1,1323
BC-G,1063-42827,1537,2004,3/28/2004,6/17/2015,2,Y,M,1,4098
BC-G,1063-42827,1537,2004,3/28/2004,6/17/2015,2,Y,M,1,4098
BC-G,1063-42827,1537,2004,3/28/2004,6/17/2015,2,Y,M,1,4098
GC-R,1063-42829,1539,2005,4/2/2005,1/15/2008,3,Y,M,1,1018
OC-R,1713-89758,1543,2005,4/1/2005,12/15/2014,3,Y,M,1,3545
OC-R,1713-89758,1543,2005,4/1/2005,12/15/2014,3,Y,M,1,3545
AC-L,1063-42840,1550,2006,4/1/2006,7/13/2006,4,Y,M,1,103
AC-L,1063-42840,1550,2006,4/1/2006,7/13/2006,4,Y,M,1,103
PC-WH,1063-42847,1557,2004,4/7/2004,5/10/2006,2,Y,M,1,763
LC-O,1063-42848,1558,2005,3/21/2005,11/12/2014,3,Y,M,1,3523
WC-G,1063-42853,1563,2004,3/22/2004,11/14/2005,2,Y,M,1,602
WC-G,1063-42853,1563,2004,3/22/2004,11/14/2005,2,Y,M,1,602
FC-P,1063-42868,1578,2004,3/26/2004,4/14/2004,2,Y,M,1,19
PC-Y,1713-13337,1581,2004,3/28/2004,11/13/2013,2,Y,M,1,3517
AC-W,1063-42880,1590,2004,3/25/2004,12/16/2009,2,Y,M,1,2092
AC-W,1063-42880,1590,2004,3/25/2004,12/16/2009,2,Y,M,1,2092
GC-A,1063-42888,1598,2004,4/1/2004,11/14/2006,2,Y,M,1,957
GC-A,1063-42888,1598,2004,4/1/2004,11/14/2006,2,Y,M,1,957
WC-B,1063-42893,1603,2004,3/23/2004,10/13/2004,2,Y,M,1,204
WC-B,1063-42893,1603,2004,3/23/2004,10/13/2004,2,Y,M,1,204
WC-B,1063-42893,1603,2004,3/23/2004,10/13/2004,2,Y,M,1,204
WC-B,1063-42893,1603,2004,3/23/2004,10/13/2004,2,Y,M,1,204
WC-B,1063-42893,1603,2004,3/23/2004,10/13/2004,2,Y,M,1,204
YC-P,1063-42896,1606,2004,3/23/2004,12/13/2006,2,Y,M,1,995
YC-P,1063-42896,1606,2004,3/23/2004,12/13/2006,2,Y,M,1,995
OC-Y,1063-42899,1609,2006,3/21/2006,10/14/2009,4,Y,M,1,1303
WC-PU,1063-43034,1613,2005,4/11/2005,9/14/2011,3,Y,M,1,2347
GC-P,1063-43107,1621,2004,5/10/2004,8/12/2004,2,Y,M,1,94
GC-P,1063-43107,1621,2004,5/10/2004,8/12/2004,2,Y,M,1,94
GC-O,1063-43114,1628,2004,3/30/2004,6/13/2005,2,Y,M,1,440
GC-O,1063-43114,1628,2004,3/30/2004,6/13/2005,2,Y,M,1,440
GC-O,1063-43114,1628,2004,3/30/2004,6/13/2005,2,Y,M,1,440
B-OQ,1063-43115,1629,2002,3/19/2002,4/14/2009,1,N,M,1,2583
BC-O,1063-43116,1630,2008,3/17/2008,1/19/2011,6,Y,M,1,1038
BC-O,1063-43116,1630,2008,3/17/2008,1/19/2011,6,Y,M,1,1038
BC-O,1063-43116,1630,2008,3/17/2008,1/19/2011,6,Y,M,1,1038
BC-L,1063-43122,1636,2004,4/3/2004,9/11/2007,2,Y,M,1,1256
BC-L,1063-43122,1636,2004,4/3/2004,9/11/2007,2,Y,M,1,1256
OC-fH,1063-43130,1644,2004,3/26/2004,5/11/2011,2,Y,M,1,2602
OC-fH,1063-43130,1644,2004,3/26/2004,5/11/2011,2,Y,M,1,2602
LC-A,1063-43151,1665,2004,3/20/2004,2/15/2006,2,Y,M,1,697
LC-A,1063-43151,1665,2004,3/20/2004,2/15/2006,2,Y,M,1,697
LC-A,1063-43151,1665,2004,3/20/2004,2/15/2006,2,Y,M,1,697
AC-A,1063-43153,1667,2004,3/21/2004,6/16/2008,2,Y,M,1,1548
fHC-fH,1063-43160,1674,2007,3/28/2007,7/20/2011,5,Y,M,1,1575
P-GQ,1063-43179,1693,2000,4/11/2000,6/14/2001,3,N,M,1,429
P-GQ,1063-43179,1693,2000,4/11/2000,6/14/2001,3,N,M,1,429
-BZL,1063-43188,1702,1999,3/31/1999,9/10/2002,3,Y,M,1,1259
-BZL,1063-43188,1702,1999,3/31/1999,9/10/2002,3,Y,M,1,1259
-BZL,1063-43188,1702,1999,3/31/1999,9/10/2002,3,Y,M,1,1259
-BZL,1063-43188,1702,1999,3/31/1999,9/10/2002,3,Y,M,1,1259
-PZB,1063-43189,1703,2000,3/21/2000,9/11/2007,4,Y,M,1,2730
K-FZW,1063-43191,1705,1998,4/9/1998,8/16/2010,2,Y,M,1,4512
uC-GfH,1063-43456,1714,2006,3/23/2006,6/17/2015,,,M,1,3373
uIC-RfH,1063-43495,1716,2005,4/29/2005,6/17/2015,2,Y,M,1,3701
uIC-RfH,1063-43495,1716,2005,4/29/2005,6/17/2015,2,Y,M,1,3701
Y-BQ,1063-43506,1722,2002,4/30/2002,6/13/2005,1,N,M,1,1140
C-LG,1063-43522,1738,2005,3/28/2005,4/16/2013,2,Y,M,1,2941
C-WB,1063-43525,1741,2005,3/30/2005,11/14/2006,2,Y,M,1,594
C-WB,1063-43525,1741,2005,3/30/2005,11/14/2006,2,Y,M,1,594
C-YR,1063-43528,1744,2005,4/2/2005,8/10/2006,2,Y,M,1,495
C-WW,1063-43531,1747,2005,4/1/2005,6/15/2011,2,Y,M,1,2266
C-WW,1063-43531,1747,2005,4/1/2005,6/15/2011,2,Y,M,1,2266
C-RP,1063-43535,1751,2006,3/29/2006,7/17/2009,3,Y,M,1,1206
C-LR,1063-43539,1755,2005,4/14/2005,4/15/2008,2,Y,M,1,1097
C-BG,1063-43551,1767,2005,4/16/2005,10/16/2007,2,Y,M,1,913
C-WA,1063-43553,1769,2008,4/2/2008,8/19/2009,5,Y,M,1,504
C-WA,1063-43553,1769,2008,4/2/2008,8/19/2009,5,Y,M,1,504
C-BW,1063-43584,1800,2006,4/20/2006,6/17/2015,3,Y,M,1,3345
-KPZ,1063-48543,1817,2002,3/30/2002,5/12/2014,2,Y,M,1,4426
-KPZ,1063-48543,1817,2002,3/30/2002,5/12/2014,2,Y,M,1,4426
L-QL,1063-48612,1818,2003,4/2/2003,5/16/2007,,N,M,1,1505
L-QL,1063-48612,1818,2003,4/2/2003,5/16/2007,,N,M,1,1505
BC-WuI,1063-48986,1821,2004,4/15/2004,8/13/2014,2,Y,M,1,3772
U-YZF,1513-02459,1822,1998,4/16/1998,8/10/2000,1,Y,M,1,847
U-YZF,1513-02459,1822,1998,4/16/1998,8/10/2000,1,Y,M,1,847
U-YZF,1513-02459,1822,1998,4/16/1998,8/10/2000,1,Y,M,1,847
F-FM,1163-68213,1835,1998,3/24/1998,10/14/1999,3,N,M,1,569
F-AM,1163-68235,1857,1998,4/3/1998,6/15/1998,4,N,M,1,73
F-AM,1163-68235,1857,1998,4/3/1998,6/15/1998,4,N,M,1,73
ZRG-,1163-68249,1871,2000,3/31/2000,6/14/2001,3,Y,M,1,440
ZRG-,1163-68249,1871,2000,3/31/2000,6/14/2001,3,Y,M,1,440
ZRG-,1163-68249,1871,2000,3/31/2000,6/14/2001,3,Y,M,1,440
G-YM,1163-68254,1876,1999,3/21/1999,5/14/2001,3,N,M,1,785
W-RQ,1163-68274,1896,1998,3/27/1998,5/18/1998,2,N,M,1,52
L-GM,1163-68291,1914,1999,3/24/1999,12/13/1999,3,N,M,1,264
L-GM,1163-68291,1914,1999,3/24/1999,12/13/1999,3,N,M,1,264
-SAR,1323-63714,2134,1980,5/6/1980,8/15/1981,2,Y,M,1,466
-SAY,1323-63736,2156,1980,2/1/1980,7/15/1993,2,Y,M,1,4913
-SPY,1323-63744,2164,1981,4/1/1981,8/15/1981,3,Y,M,1,136
-SPY,1323-63744,2164,1981,4/1/1981,8/15/1981,3,Y,M,1,136
-SLB,1323-63767,2186,1982,4/1/1982,7/12/1991,4,Y,M,1,3389
L-SY,1383-27095,2314,1982,3/28/1982,9/13/1984,5,N,M,1,900
L-SF,1383-27125,2344,1982,4/4/1982,6/11/1984,4,N,M,1,799
F-SB,1383-27146,2365,1980,4/27/1980,1/10/1984,2,N,M,1,1353
-RPS,1383-27172,2390,1983,4/5/1983,10/7/1983,3,Y,M,1,185
-YAS,1383-27177,2395,1982,5/1/1982,11/9/1985,2,Y,M,1,1288
-YAS,1383-27177,2395,1982,5/1/1982,11/9/1985,2,Y,M,1,1288
-BPS,1383-27178,2396,1982,4/13/1982,4/13/1984,2,Y,M,1,731
A-SW,1383-27181,2398,1980,4/6/1980,1/15/1982,2,N,M,1,649
-PLS,1383-27187,2404,1983,4/6/1983,9/13/1984,3,Y,M,1,526
A-SO,1383-27194,2411,1981,4/12/1981,9/10/1985,2,N,M,1,1612
A-SL,1383-27195,2412,1983,3/23/1983,12/10/1988,4,N,M,1,2089
W-WZ,1383-27206,2422,1980,2/1/1980,2/14/1983,1,N,M,1,1109
W-RZ,1383-27207,2423,1981,4/9/1981,10/9/1981,2,N,M,1,183
GLS-,1383-27226,2441,1984,4/14/1984,2/10/1985,3,Y,M,1,302
OFS=,1383-27238,2452,1983,4/26/1983,7/12/1987,2,Y,M,1,1538
FFS=,1383-27251,2464,1983,5/3/1983,7/15/1985,2,Y,M,1,804
-POS,1383-27276,2488,1984,3/30/1984,3/17/1985,4,Y,M,1,352
-POS,1383-27276,2488,1984,3/30/1984,3/17/1985,4,Y,M,1,352
-POS,1383-27276,2488,1984,3/30/1984,3/17/1985,4,Y,M,1,352
W-YZ,1383-27278,2490,1982,3/31/1982,12/14/1985,3,N,M,1,1354
W-YZ,1383-27278,2490,1982,3/31/1982,12/14/1985,3,N,M,1,1354
R-GZ,1383-27288,2500,1982,3/30/1982,8/9/1985,2,N,M,1,1228
GS-A,1383-27299,2511,1984,4/4/1984,12/10/1988,2,Y,M,1,1711
YS-F,1423-42605,2517,1986,3/29/1986,5/17/1990,4,Y,M,1,1510
PS-F,1423-42608,2520,1985,3/22/1985,7/12/1988,3,Y,M,1,1208
WS=O,1423-42629,2541,1984,4/19/1984,6/11/1984,2,Y,M,1,53
LS-L,1423-42637,2549,1984,4/13/1984,6/14/1988,2,Y,M,1,1523
R-YZ,1423-42642,2554,1987,2/1/1987,5/10/1989,7,N,M,1,829
R-BZ,1423-42643,2555,1983,4/7/1983,5/14/1985,3,N,M,1,768
R-PZ,1423-42644,2556,1983,4/11/1983,6/11/1984,2,N,M,1,427
R-LZ,1423-42657,2569,1982,4/1/1982,6/20/1983,2,N,M,1,445
R-LZ,1423-42657,2569,1982,4/1/1982,6/20/1983,2,N,M,1,445
G-RZ,1423-42668,2580,1983,4/18/1983,9/14/1990,2,N,M,1,2706
G-RZ,1423-42668,2580,1983,4/18/1983,9/14/1990,2,N,M,1,2706
S-OB,1423-42680,2592,1985,4/6/1985,2/16/1990,2,Y,M,1,1777
S-LL,1423-42706,2619,1985,5/5/1985,11/12/1987,2,Y,M,1,921
S-FP,1423-42714,2627,1987,4/8/1987,5/14/1996,4,Y,M,1,3324
S-WB,1423-42731,2644,1986,4/14/1986,7/12/1987,3,Y,M,1,454
S-LA,1423-42738,2651,1985,4/4/1985,7/11/1989,2,Y,M,1,1559
S-OO,1423-42773,2686,1986,4/5/1986,10/12/1987,3,Y,M,1,555
S-WO,1423-42776,2689,1986,4/7/1986,7/13/1990,3,Y,M,1,1558
S-WO,1423-42776,2689,1986,4/7/1986,7/13/1990,3,Y,M,1,1558
S-YO,1423-42778,2691,1986,3/22/1986,3/14/1987,3,Y,M,1,357
S-YO,1423-42778,2691,1986,3/22/1986,3/14/1987,3,Y,M,1,357
Y-WZ,1423-42779,2692,1984,3/7/1984,9/14/1992,2,N,M,1,3113
Y-GZ,1423-42783,2696,1984,4/19/1984,7/15/1985,2,N,M,1,452
S-PP,1423-42784,2697,1985,5/6/1985,3/12/1988,2,Y,M,1,1041
Y-BZ,1423-42819,2732,1984,4/3/1984,9/13/1984,2,N,M,1,163
Y-BZ,1423-42819,2732,1984,4/3/1984,9/13/1984,2,N,M,1,163
Y-PZ,1423-42820,2733,1982,3/30/1982,1/13/1985,2,N,M,1,1020
SO-A,1423-42849,2760,1988,4/20/1988,6/14/1988,4,Y,M,1,55
SY-L,1423-42866,2776,1987,4/22/1987,9/15/1989,3,Y,M,1,877
SY-L,1423-42866,2776,1987,4/22/1987,9/15/1989,3,Y,M,1,877
A-LC,1433-58323,2828,1993,3/18/1993,10/13/1999,3,N,M,1,2400
PPZ=,1433-58327,2832,1992,4/28/1992,5/16/1993,1,Y,M,1,383
PGZ=,1433-58328,2833,1993,3/29/1993,4/15/1996,2,Y,M,1,1113
W-BM,1433-58336,2841,1992,4/14/1992,11/10/1994,2,N,M,1,940
W-BM,1433-58336,2841,1992,4/14/1992,11/10/1994,2,N,M,1,940
W-LM,1433-58340,2845,1993,3/13/1993,10/17/1993,3,N,M,1,218
W-LM,1433-58340,2845,1993,3/13/1993,10/17/1993,3,N,M,1,218
W-FM,1063-42890,2846,1992,5/13/1992,3/14/2005,2,N,M,1,4688
R-LM,1433-58352,2857,1992,4/25/1992,3/11/1996,2,N,M,1,1416
-RSA,1433-58370,2864,1989,3/28/1989,7/12/2001,3,Y,M,1,4489
-RSA,1433-58370,2864,1989,3/28/1989,7/12/2001,3,Y,M,1,4489
LRZ=,1433-58380,2874,1993,4/10/1993,2/12/1995,2,Y,M,1,673
LRZ=,1433-58380,2874,1993,4/10/1993,2/12/1995,2,Y,M,1,673
LRZ=,1433-58380,2874,1993,4/10/1993,2/12/1995,2,Y,M,1,673
P-OZ,1433-87423,2916,1985,4/29/1985,12/14/1985,2,N,M,1,229
WSL-,1433-87424,2917,1988,4/5/1988,10/11/1997,3,Y,M,1,3476
RSL-,1433-87426,2919,1988,3/31/1988,8/18/1999,3,Y,M,1,4157
RSL-,1433-87426,2919,1988,3/31/1988,8/18/1999,3,Y,M,1,4157
P-FZ,1433-87427,2920,1985,4/7/1985,7/13/1990,2,N,M,1,1923
P-FZ,1433-87427,2920,1985,4/7/1985,7/13/1990,2,N,M,1,1923
A-ZG,1433-87645,3136,1987,2/1/1987,9/15/1989,2,N,M,1,957
A-ZL,1433-87655,3146,1987,2/1/1987,9/15/1989,2,N,M,1,957
A-ZL,1433-87655,3146,1987,2/1/1987,9/15/1989,2,N,M,1,957
B-ZL,1433-87659,3150,1987,2/1/1987,5/10/1991,2,N,M,1,1559
SLB-,1433-87698,3189,1989,4/16/1989,8/13/1992,2,Y,M,1,1215
RBS-,1433-92044,3192,1984,2/1/1984,2/18/1992,3,Y,M,1,2939
RBS-,1433-92044,3192,1984,2/1/1984,2/18/1992,3,Y,M,1,2939
O-GZ,1433-92919,3211,1985,3/28/1985,11/9/1985,1,N,M,1,226
O-FZ,1433-92930,3222,1988,4/13/1988,7/17/2000,4,N,M,1,4478
O-FZ,1433-92930,3222,1988,4/13/1988,7/17/2000,4,N,M,1,4478
O-FZ,1433-92930,3222,1988,4/13/1988,7/17/2000,4,N,M,1,4478
GSR=,1433-92936,3228,1987,4/8/1987,4/11/1989,2,Y,M,1,734
GSO-,1433-92946,3238,1988,4/21/1988,12/11/1990,3,Y,M,1,964
L-FZ,1433-92948,3240,1986,4/11/1986,5/10/1991,2,N,M,1,1855
L-FZ,1433-92948,3240,1986,4/11/1986,5/10/1991,2,N,M,1,1855
L-AZ,1433-92949,3241,1986,4/11/1986,10/11/1989,2,N,M,1,1279
F-YZ,1433-92953,3245,1983,4/4/1983,8/18/1987,1,N,M,1,1597
F-BZ,1433-92954,3246,1986,4/7/1986,7/12/1987,2,N,M,1,461
F-PZ,1433-92979,3270,1986,3/26/1986,5/15/1986,2,N,M,1,50
-FSO,1433-92983,3274,1988,4/21/1988,11/13/1991,2,Y,M,1,1301
YFS-,1433-93030,3321,1985,3/31/1985,2/15/1987,4,Y,M,1,686
-PSA,1433-93031,3322,1987,4/14/1987,12/14/1989,1,Y,M,1,975
A-WZ,1433-93033,3324,1988,4/11/1988,7/12/1988,3,N,M,1,92
-OSA,1433-93034,3325,1988,4/5/1988,1/11/1990,2,Y,M,1,646
A-BZ,1433-93042,3333,1986,3/24/1986,12/12/1987,1,N,M,1,628
A-BZ,1433-93042,3333,1986,3/24/1986,12/12/1987,1,N,M,1,628
A-FZ,1433-93053,3344,1987,4/1/1987,11/12/1987,2,N,M,1,225
SPP-,1433-93055,3346,1989,4/3/1989,4/11/1989,2,Y,M,1,8
SPP-,1433-93055,3346,1989,4/3/1989,4/11/1989,2,Y,M,1,8
SAP-,1433-93088,3380,1989,4/20/1989,7/10/1997,2,Y,M,1,3003
SAP-,1433-93088,3380,1989,4/20/1989,7/10/1997,2,Y,M,1,3003
A-AZ,1433-93095,3386,1988,5/7/1988,10/13/1992,3,N,M,1,1620
A-AZ,1433-93095,3386,1988,5/7/1988,10/13/1992,3,N,M,1,1620
A-AZ,1433-93095,3386,1988,5/7/1988,10/13/1992,3,N,M,1,1620
SOL-,1433-93116,3407,1990,3/28/1990,6/14/1990,3,Y,M,1,78
SOL-,1433-93116,3407,1990,3/28/1990,6/14/1990,3,Y,M,1,78
R-CR,1433-93149,3440,1987,2/1/1987,5/10/1989,1,N,M,1,829
W-WC,1433-93186,3477,1989,2/1/1989,6/15/1992,3,N,M,1,1230
W-PC,1433-93193,3484,1989,4/11/1989,11/10/1994,3,N,M,1,2039
W-PC,1433-93193,3484,1989,4/11/1989,11/10/1994,3,N,M,1,2039
-AWZ,1453-38937,3528,1993,4/1/1993,7/14/1999,3,Y,M,1,2295
-BWZ,1453-38968,3560,1992,4/30/1992,6/15/1994,2,Y,M,1,776
-OBZ,1453-38998,3590,1992,4/19/1992,2/10/2003,2,Y,M,1,3949
R-YC,1453-38999,3591,1993,3/8/1993,5/19/1994,4,N,M,1,437
R-YC,1453-38999,3591,1993,3/8/1993,5/19/1994,4,N,M,1,437
R-YC,1453-38999,3591,1993,3/8/1993,5/19/1994,4,N,M,1,437
G-BC,1453-39000,3592,1991,3/10/1991,12/13/1991,2,N,M,1,278
G-BC,1453-39000,3592,1991,3/10/1991,12/13/1991,2,N,M,1,278
-GWZ,1453-39003,3595,1993,3/18/1993,6/11/1997,3,Y,M,1,1546
-GWZ,1453-39003,3595,1993,3/18/1993,6/11/1997,3,Y,M,1,1546
-GWZ,1453-39003,3595,1993,3/18/1993,6/11/1997,3,Y,M,1,1546
O-AC,1453-39024,3616,1991,3/17/1991,6/11/1991,3,N,M,1,86
O-AC,1453-39024,3616,1991,3/17/1991,6/11/1991,3,N,M,1,86
O-AC,1453-39024,3616,1991,3/17/1991,6/11/1991,3,N,M,1,86
L-WC,1453-39027,3619,1993,3/18/1993,3/17/1998,4,N,M,1,1825
ARZ=,1453-39040,3632,1994,4/2/1994,10/13/1999,3,Y,M,1,2020
WWZ-,1453-39078,3670,1993,3/30/1993,6/15/1994,2,Y,M,1,442
WWZ-,1453-39078,3670,1993,3/30/1993,6/15/1994,2,Y,M,1,442
WWZ-,1453-39078,3670,1993,3/30/1993,6/15/1994,2,Y,M,1,442
WWZ-,1453-39078,3670,1993,3/30/1993,6/15/1994,2,Y,M,1,442
BPZ-,1453-39091,3683,1993,3/27/1993,7/18/1995,2,Y,M,1,843
BPZ-,1453-39091,3683,1993,3/27/1993,7/18/1995,2,Y,M,1,843
BPZ-,1453-39091,3683,1993,3/27/1993,7/18/1995,2,Y,M,1,843
RLZ-,1453-39192,3784,1995,5/5/1995,8/10/1997,4,Y,M,1,828
RSA-,1453-39196,3788,1988,4/2/1988,10/11/1997,3,Y,M,1,3479
RSA-,1453-39196,3788,1988,4/2/1988,10/11/1997,3,Y,M,1,3479
A-GM,1453-39200,3792,1993,3/12/1993,11/10/1994,3,N,M,1,608
G-OM,1453-57404,3796,1993,3/19/1993,3/13/2001,2,N,M,1,2916
G-OM,1453-57404,3796,1993,3/19/1993,3/13/2001,2,N,M,1,2916
G-FM,1453-57407,3799,1993,4/3/1993,12/12/1994,2,N,M,1,618
G-FM,1453-57407,3799,1993,4/3/1993,12/12/1994,2,N,M,1,618
