JayID,Sex,AgeKnown,NatalNest,FldgDate,LastObsDate,USFWBand,Difference
RnC-,F,Y,SFLA011,5/1/2001 0:00,15-May-01,1513-50915,14
FWC-,F,Y,JERE011,4/29/2001 0:00,12-Sep-05,1513-50918,1597
AWC-,F,Y,JERE011,4/29/2001 0:00,12-Jul-01,1513-50919,74
ARC-,F,Y,LINX011,4/29/2001 0:00,12-Jul-01,1513-50920,74
WGC-,F,Y,SFLS011,4/28/2001 0:00,12-Jul-01,1513-50921,75
RGC-,M,Y,SFLS011,4/28/2001 0:00,10-Oct-01,1513-50922,165
PGC-,F,Y,ANNI011,5/3/2001 0:00,13-May-02,1513-50926,375
OGC-,M,Y,ANNI011,5/3/2001 0:00,10-Dec-02,1513-50927,586
FnC-,M,Y,SORA011,5/2/2001 0:00,03-May-01,1513-50929,1
AnC-,F,Y,SORA011,5/2/2001 0:00,03-May-01,1513-50930,1
WBC-,M,Y,MERL011,5/2/2001 0:00,11-Sep-06,1513-50931,1958
RBC-,M,Y,MERL011,5/2/2001 0:00,10-Oct-01,1513-50932,161
GnC-,M,Y,MERL011,5/2/2001 0:00,02-May-01,1513-50933,0
LnC-,M,Y,CACT011,5/2/2001 0:00,02-May-01,1513-50936,0
OBC-,M,Y,CACT011,5/2/2001 0:00,13-Jun-02,1513-50937,407
PBC-,F,Y,CACT011,5/2/2001 0:00,17-Jul-09,1513-50938,2998
YPC-,M,Y,WAHO011,5/10/2001 0:00,13-Jun-07,1513-50942,2225
BnC-,M,Y,PLAZ011,5/11/2001 0:00,26-May-01,1513-50943,15
FnC-,F,Y,DICE012,5/14/2001 0:00,14-May-01,1513-50951,0
AnC-,M,Y,DICE012,5/14/2001 0:00,14-May-01,1513-50952,0
AnC-,M,Y,PUMP012,5/16/2001 0:00,19-May-01,1513-50958,3
PnC-,F,Y,RUSS011,5/17/2001 0:00,25-May-01,1513-50959,8
OnC-,M,Y,RUSS011,5/17/2001 0:00,25-May-01,1513-50960,8
LLC-,F,Y,RUSS011,5/17/2001 0:00,09-Aug-01,1513-50961,84
WLC-,F,Y,NMIT011,5/19/2001 0:00,10-Sep-02,1513-50962,479
RLC-,M,Y,NMIT011,5/19/2001 0:00,10-Sep-02,1513-50963,479
GLC-,M,Y,NMIT011,5/19/2001 0:00,09-Aug-01,1513-50964,82
WRC-,M,Y,SCOB011,5/19/2001 0:00,02-Jul-01,1513-50971,44
RnC-,M,Y,SCOB011,5/19/2001 0:00,19-May-01,1513-50972,0
GnC-,F,Y,SCOB011,5/19/2001 0:00,19-Jun-01,1513-50973,31
LBC-,F,Y,XRDS012,5/24/2001 0:00,13-May-02,1513-50974,354
FBC-,M,Y,XRDS012,5/24/2001 0:00,11-Jun-03,1513-50975,748
ABC-,M,Y,XRDS012,5/24/2001 0:00,11-Jul-03,1513-50976,778
LnC-,M,Y,NWES011,5/25/2001 0:00,29-Jun-01,1513-50977,35
FnC-,F,Y,NWES011,5/25/2001 0:00,14-Jun-01,1513-50978,20
AnC-,F,Y,NWES011,5/25/2001 0:00,27-May-01,1513-50979,2
BRC-,F,Y,CHOP013,5/25/2001 0:00,13-May-13,1513-50980,4371
PRC-,M,Y,CHOP013,5/25/2001 0:00,13-Jan-05,1513-50981,1329
ORC-,M,Y,CHOP013,5/25/2001 0:00,11-Jul-08,1513-50982,2604
GWC-,M,Y,CTRN013,5/26/2001 0:00,11-Jul-02,1513-50989,411
YLC-,M,Y,SCOP012,5/27/2001 0:00,14-Jan-02,1513-50990,232
BLC-,M,Y,SCOP012,5/27/2001 0:00,11-May-04,1513-50991,1080
PLC-,F,Y,SCOP012,5/27/2001 0:00,12-Apr-06,1513-50992,1781
LGC-,M,Y,FENC012,5/30/2001 0:00,11-Jul-08,1513-50993,2599
FGC-,F,Y,FENC012,5/30/2001 0:00,10-Apr-02,1513-50994,315
WPC-,M,Y,N18E016,6/11/2001 0:00,12-Mar-02,1513-50996,274
RPC-,M,Y,N18E016,6/11/2001 0:00,11-Apr-03,1513-50997,669
GnC-,F,Y,N18E016,6/11/2001 0:00,12-Jun-01,1513-50998,1
C-GW,F,Y,SCOP033,6/17/2003 0:00,11-Nov-04,1573-65903,513
C-Yn,F,Y,SCOP033,6/17/2003 0:00,15-Jun-03,1573-65904,-2
CW-G,F,Y,RUSS041,4/11/2004 0:00,13-Jun-05,1573-65911,428
CR-n,M,Y,RUSS041,4/11/2004 0:00,11-Apr-04,1573-65912,0
CH-W,F,Y,CTRN042,4/16/2004 0:00,20-Jan-10,1573-65914,2105
CP-W,M,Y,CTRN042,4/16/2004 0:00,18-Aug-08,1573-65916,1585
CW-n,F,Y,ASPH042,4/16/2004 0:00,17-Apr-04,1573-65917,1
CR-n,F,Y,ASPH042,4/16/2004 0:00,17-Apr-04,1573-65918,1
CG-n,F,Y,ASPH042,4/16/2004 0:00,16-Apr-04,1573-65919,0
CO-n,F,Y,SFLA042,4/20/2004 0:00,20-May-04,1573-65920,30
CL-n,F,Y,SFLA042,4/20/2004 0:00,20-Apr-04,1573-65921,0
CF-n,F,Y,SFLA042,4/20/2004 0:00,20-Apr-04,1573-65922,0
CH-R,F,Y,WSIX041,4/19/2004 0:00,11-Jul-08,1573-65923,1544
CB-R,M,Y,WSIX041,4/19/2004 0:00,14-Jul-05,1573-65924,451
CP-R,M,Y,WSIX041,4/19/2004 0:00,18-Nov-09,1573-65925,2039
CO-R,F,Y,EBAY041,4/21/2004 0:00,14-Jun-04,1573-65926,54
CL-R,F,Y,EBAY041,4/21/2004 0:00,19-Jul-07,1573-65927,1184
CF-R,M,Y,EBAY041,4/21/2004 0:00,14-Jun-04,1573-65928,54
CA-n,M,Y,EBAY041,4/21/2004 0:00,21-Apr-04,1573-65929,0
CW-n,M,Y,MARI041,4/19/2004 0:00,19-Apr-04,1573-65930,0
CR-n,F,Y,MARI041,4/19/2004 0:00,26-Apr-04,1573-65931,7
CG-G,F,Y,SFLC042,4/21/2004 0:00,12-Apr-05,1573-65932,356
CH-G,F,Y,SFLC042,4/21/2004 0:00,17-Nov-10,1573-65933,2401
CB-G,M,Y,SFLC042,4/21/2004 0:00,20-Jul-11,1573-65934,2646
CA-n,F,Y,ANNI043,4/21/2004 0:00,12-Apr-05,1573-65935,356
CW-n,M,Y,BIGL041,4/21/2004 0:00,21-Apr-04,1573-65936,0
CR-n,M,Y,BIGL041,4/21/2004 0:00,21-Apr-04,1573-65937,0
CG-n,M,Y,BIGL041,4/21/2004 0:00,21-Apr-04,1573-65938,0
CP-G,M,Y,FARS041,4/21/2004 0:00,11-Nov-04,1573-65940,204
CO-G,M,Y,FARS041,4/21/2004 0:00,13-Dec-04,1573-65941,236
CB-n,M,Y,HICE041,4/26/2004 0:00,11-May-04,1573-65945,15
CP-n,M,Y,HICE041,4/26/2004 0:00,11-May-04,1573-65946,15
CO-H,F,Y,HICE041,4/26/2004 0:00,15-Jul-04,1573-65947,80
CL-H,M,Y,HICE041,4/26/2004 0:00,20-Jan-10,1573-65948,2095
CW-B,M,Y,XRDS041,4/27/2004 0:00,12-Apr-16,1713-49323,4368
CR-B,F,Y,XRDS041,4/27/2004 0:00,15-Jul-04,1573-65950,79
CG-n,F,Y,XRDS041,4/27/2004 0:00,15-Apr-04,1573-65951,-12
CH-n,M,Y,XRDS041,4/27/2004 0:00,05-May-04,1573-65952,8
CB-B,M,Y,N7RD041,4/26/2004 0:00,11-Nov-04,1573-65953,199
CP-B,M,Y,N7RD041,4/26/2004 0:00,13-Sep-04,1573-65954,140
CO-n,F,Y,N7RD041,4/26/2004 0:00,15-Jul-04,1573-65955,80
CL-B,F,Y,N7RD041,4/26/2004 0:00,13-Mar-07,1573-65956,1051
CW-P,M,Y,CACT041,4/26/2004 0:00,13-May-13,1573-65957,3304
CR-P,M,Y,CACT041,4/26/2004 0:00,11-Sep-06,1573-65958,868
CG-P,F,Y,CACT041,4/26/2004 0:00,16-Aug-07,1573-65959,1207
CH-P,M,Y,CACT041,4/26/2004 0:00,14-Mar-05,1573-65960,322
CB-P,M,Y,PINE041,4/28/2004 0:00,15-Jul-04,1573-65961,78
CP-P,F,Y,PINE041,4/28/2004 0:00,12-Dec-05,1573-65962,593
CO-P,M,Y,PINE041,4/28/2004 0:00,13-Jun-05,1573-65963,411
CW-O,M,Y,SLAK041,4/26/2004 0:00,15-Jan-08,1573-65966,1359
CR-O,M,Y,SLAK041,4/26/2004 0:00,15-Jan-08,1573-65967,1359
CG-O,F,Y,SLAK041,4/26/2004 0:00,11-May-05,1573-65968,380
CH-O,F,Y,PLAZ041,4/26/2004 0:00,13-Sep-04,1573-65969,140
CB-O,M,Y,PLAZ041,4/26/2004 0:00,13-Sep-04,1573-65970,140
CP-n,F,Y,PLAZ041,4/26/2004 0:00,14-Jun-04,1573-65971,49
CO-n,M,Y,PLAZ041,4/26/2004 0:00,02-Jun-04,1573-65972,37
CL-P,F,Y,NPOL041,4/27/2004 0:00,11-Apr-12,1573-65973,2906
CF-P,F,Y,NPOL041,4/27/2004 0:00,13-Sep-04,1573-65974,139
CA-P,M,Y,NPOL041,4/27/2004 0:00,11-Sep-07,1573-65975,1232
CW-n,M,Y,FENC041,4/26/2004 0:00,26-Apr-04,1573-65979,0
CR-G,M,Y,FENC041,4/26/2004 0:00,15-Feb-06,1573-65980,660
CG-n,F,Y,FENC041,4/26/2004 0:00,26-Apr-04,1573-65981,0
CH-n,M,Y,MCBY041,4/28/2004 0:00,30-Apr-04,1573-65982,2
CB-L,F,Y,MCBY041,4/28/2004 0:00,13-Jun-05,1573-65983,411
CP-L,F,Y,MCBY041,4/28/2004 0:00,16-Aug-10,1573-65984,2301
CO-n,F,Y,SCRP042,4/28/2004 0:00,15-Jun-04,1573-65985,48
CL-L,F,Y,SCRP042,4/28/2004 0:00,15-Mar-09,1573-65986,1782
CfH=L,M,Y,SCRP042,4/28/2004 0:00,12-Apr-16,1713-49396,4367
CA-n,M,Y,SCRP042,4/28/2004 0:00,15-Jun-04,1573-65988,48
CW-F,M,Y,SCUT041,4/29/2004 0:00,15-Apr-08,1573-65989,1447
CR-F,M,Y,SCUT041,4/29/2004 0:00,11-Jul-08,1573-65990,1534
CG-n,F,Y,SCUT041,4/29/2004 0:00,15-May-04,1573-65991,16
CH-F,F,Y,SHIC041,4/29/2004 0:00,13-Oct-04,1573-65992,167
CB-F,M,Y,SHIC041,4/29/2004 0:00,15-Jul-04,1573-65993,77
CP-F,M,Y,SHIC041,4/29/2004 0:00,13-Mar-07,1573-65994,1048
CO-F,F,Y,SCOP041,4/29/2004 0:00,13-Dec-04,1573-65995,228
CL-F,M,Y,SCOP041,4/29/2004 0:00,15-Feb-05,1573-65996,292
CF-n,M,Y,SCOP041,4/29/2004 0:00,11-May-04,1573-65997,12
CW-n,M,Y,ELIN041,5/1/2004 0:00,01-May-04,1573-65998,0
CR-n,M,Y,ELIN041,5/1/2004 0:00,29-May-04,1573-65999,28
CG-n,M,Y,ELIN041,5/1/2004 0:00,01-May-04,1573-66000,0
CB-n,M,Y,MITA041,5/3/2004 0:00,03-May-04,1573-66502,0
CP-A,M,Y,MITA041,5/3/2004 0:00,16-Aug-07,1573-66503,1200
CO-n,F,Y,MITA041,5/3/2004 0:00,14-Jun-04,1573-66504,42
CL-n,M,Y,MITA041,5/3/2004 0:00,03-May-04,1573-66505,0
CA-L,M,Y,WCUL041,4/30/2004 0:00,16-Sep-08,1573-66506,1600
CF-B,M,Y,NWES041,5/2/2004 0:00,12-Dec-05,1573-66507,589
CA-B,F,Y,NWES041,5/2/2004 0:00,11-May-05,1573-66508,374
CW-L,M,Y,SCOB041,5/3/2004 0:00,13-Dec-04,1573-66509,224
CR-L,M,Y,SCOB041,5/3/2004 0:00,10-Aug-06,1573-66510,829
CG-L,F,Y,SCOB041,5/3/2004 0:00,13-Sep-04,1573-66511,133
CH-L,F,Y,SCOB041,5/3/2004 0:00,13-Sep-04,1573-66512,133
CL-n,F,Y,CHOP042,5/2/2004 0:00,02-May-04,1573-66513,0
CF-W,M,Y,CHOP042,5/2/2004 0:00,19-Oct-06,1573-66514,900
CA-W,F,Y,CHOP042,5/2/2004 0:00,13-Sep-04,1573-66515,134
CF-n,M,Y,TP39042,5/7/2004 0:00,02-Jul-04,1573-66520,56
CA-O,M,Y,TP39042,5/7/2004 0:00,15-Jul-04,1573-66521,69
CH-n,F,Y,TP39042,5/7/2004 0:00,14-Jun-04,1573-66522,38
CB-W,M,Y,WAHO043,5/11/2004 0:00,15-Feb-12,1573-66523,2836
CG-W,M,Y,WAHO043,5/11/2004 0:00,12-Aug-04,1573-66524,93
CO-W,F,Y,WAHO043,5/11/2004 0:00,14-Mar-05,1573-66525,307
CL-W,F,Y,WAHO043,5/11/2004 0:00,12-Sep-05,1573-66526,489
CF-H,F,Y,NO19043,5/14/2004 0:00,13-Sep-04,1573-66527,122
CA-H,M,Y,NO19043,5/14/2004 0:00,14-Nov-05,1573-66528,549
CF-F,F,Y,PEWE041,5/12/2004 0:00,10-Aug-06,1573-66529,820
CA-F,F,Y,PEWE041,5/12/2004 0:00,13-Jan-05,1573-66530,246
CL-G,M,Y,DICE042,5/16/2004 0:00,15-Oct-14,1573-66092,3804
CF-G,M,Y,DICE042,5/16/2004 0:00,13-Sep-04,1573-66532,120
CA-G,M,Y,DICE042,5/16/2004 0:00,15-Jul-04,1573-66533,60
CW-H,M,Y,LOPZ043,5/18/2004 0:00,16-Jun-10,1573-66534,2220
CR-H,F,Y,LOPZ043,5/18/2004 0:00,11-Jun-14,1573-66535,3676
CG-H,M,Y,LOPZ043,5/18/2004 0:00,14-Jul-05,1573-66536,422
CH-H,F,Y,LOPZ043,5/18/2004 0:00,12-Sep-05,1573-66537,482
CB-H,M,Y,WCOP043,5/20/2004 0:00,12-Aug-04,1573-66538,84
CP-H,F,Y,WCOP043,5/20/2004 0:00,12-Aug-04,1573-66539,84
CO-n,F,Y,WCOP043,5/20/2004 0:00,11-Jun-04,1573-66540,22
CW-W,F,Y,ANGL042,6/2/2004 0:00,15-Jul-04,1573-66545,43
CR-W,M,Y,ANGL042,6/2/2004 0:00,12-Apr-06,1573-66546,679
CA-n,F,Y,NSWL042,6/2/2004 0:00,05-Jun-04,1573-66547,3
CA-R,M,Y,MERL043,6/7/2004 0:00,14-Jun-06,1573-66548,737
CG-n,M,Y,MERL043,6/7/2004 0:00,28-Jun-04,1573-66549,21
CG-n,F,Y,ANGL042,6/2/2004 0:00,02-Jun-04,1573-66550,0
CW-R,F,Y,N18E042,6/7/2004 0:00,13-Sep-04,1573-66551,98
CR-n,F,Y,N18E042,6/7/2004 0:00,14-Jun-04,1573-66552,7
CG-n,F,Y,N18E042,6/7/2004 0:00,15-Jun-04,1573-66553,8
CH-n,M,Y,N18E042,6/7/2004 0:00,15-Jul-04,1573-66554,38
CW-A,F,Y,ANNI044,6/8/2004 0:00,12-Aug-04,1573-66555,65
CR-A,F,Y,ANNI044,6/8/2004 0:00,12-Apr-05,1573-66556,308
CG-A,M,Y,ANNI044,6/8/2004 0:00,18-Jul-12,1573-66557,2962
CH-A,M,Y,ANNI044,6/8/2004 0:00,12-Apr-16,1573-66558,4326
CG-B,F,Y,SWAL042,6/7/2004 0:00,15-Aug-05,1573-66559,434
CH-B,F,Y,SWAL042,6/7/2004 0:00,13-Sep-04,1573-66560,98
CB-n,M,Y,SFLA043,6/11/2004 0:00,06-Jul-04,1573-66561,25
CP-O,F,Y,SFLA043,6/11/2004 0:00,12-Apr-05,1573-66562,305
CO-n,M,Y,SFLA043,6/11/2004 0:00,15-Jun-04,1573-66563,4
CB-n,M,Y,BIGL042,6/15/2004 0:00,15-Jun-04,1573-66565,0
CL-O,F,Y,BIGL042,6/15/2004 0:00,12-Apr-16,1573-66566,4319
CB-A,M,Y,SFLS046,6/22/2004 0:00,13-Oct-04,1573-66569,113
CL-A,M,Y,SFLS046,6/22/2004 0:00,13-Dec-06,1573-66570,904
CO-n,M,Y,SFLS046,6/22/2004 0:00,15-Jun-04,1573-66571,-7
WCW-,M,Y,ASPH051,4/5/2005 0:00,07-Jun-05,1573-66580,63
RCn-,F,Y,DICE051,4/18/2005 0:00,11-May-05,1573-66582,23
GCW-,M,Y,DICE051,4/18/2005 0:00,13-Jul-06,1573-66583,451
HCW-,M,Y,DICE051,4/18/2005 0:00,12-Apr-06,1573-66584,359
BCn-,M,Y,DICE051,4/18/2005 0:00,18-Apr-05,1573-66585,0
PCW-,M,Y,EBAY051,4/21/2005 0:00,13-Mar-08,1573-66586,1057
OCW-,M,Y,EBAY051,4/21/2005 0:00,17-Jul-09,1573-66587,1548
LCW-,F,Y,EBAY051,4/21/2005 0:00,14-Nov-05,1573-66588,207
WCn-,M,Y,SLAK051,4/20/2005 0:00,11-May-05,1573-66590,21
RCR-,F,Y,SLAK051,4/20/2005 0:00,15-Oct-08,1573-66591,1274
GCR-,F,Y,SLAK051,4/20/2005 0:00,11-Jun-09,1573-66592,1513
HCR-,F,Y,CTRN051,4/22/2005 0:00,12-Apr-16,1573-66594,4008
BCR-,F,Y,CTRN051,4/22/2005 0:00,13-Mar-08,1573-66595,1056
PCR-,M,Y,CTRN051,4/22/2005 0:00,19-May-10,1573-66596,1853
OCn-,M,Y,CRSN051,4/26/2005 0:00,27-Apr-05,1573-66600,1
LCR-,M,Y,CRSN051,4/26/2005 0:00,12-May-14,1573-97901,3303
FCR-,F,Y,CRSN051,4/26/2005 0:00,16-May-07,1573-97902,750
WCn-,M,Y,N18E052,5/1/2005 0:00,29-May-05,1573-97904,28
RCG-,F,Y,N18E052,5/1/2005 0:00,20-Jun-05,1573-97905,50
GCG-,M,Y,N18E052,5/1/2005 0:00,13-Nov-13,1713-49397,3118
HCn-,M,Y,N18E052,5/1/2005 0:00,13-Jun-05,1573-97907,43
BCG-,F,Y,FENC051,4/30/2005 0:00,15-Aug-05,1573-97908,107
PCG-,M,Y,FENC051,4/30/2005 0:00,16-Jun-05,1573-97909,47
OCG-,M,Y,FENC051,4/30/2005 0:00,14-Jul-05,1573-97910,75
WCH-,M,Y,WSIX051,4/30/2005 0:00,14-Nov-06,1573-97911,563
RCH-,F,Y,WSIX051,4/30/2005 0:00,12-Apr-06,1573-97912,347
GCH-,F,Y,WSIX051,4/30/2005 0:00,18-Apr-07,1573-97913,718
LCG-,M,Y,SHIC052,4/26/2005 0:00,20-Jun-05,1573-97915,55
FCG-,M,Y,SHIC052,4/26/2005 0:00,15-Apr-08,1573-97916,1085
ACG-,M,Y,SHIC052,4/26/2005 0:00,19-Jul-07,1573-97917,814
WCn-,M,Y,SCOP051,4/29/2005 0:00,08-Jun-05,1573-97918,40
RCn-,F,Y,SCOP051,4/29/2005 0:00,08-Jun-05,1573-97919,40
GCn-,F,Y,SCOP051,4/29/2005 0:00,12-May-05,1573-97920,13
HCn-,F,Y,SCOP051,4/29/2005 0:00,29-Apr-05,1573-97921,0
BCH-,F,Y,XRDS051,4/26/2005 0:00,14-Nov-05,1573-97922,202
PCH-,M,Y,XRDS051,4/26/2005 0:00,13-Mar-13,1573-97923,2878
OCH-,M,Y,XRDS051,4/26/2005 0:00,14-Nov-05,1573-97924,202
OCn-,M,Y,SFLC052,4/28/2005 0:00,05-May-05,1573-97925,7
LCn-,F,Y,SFLC052,4/28/2005 0:00,05-May-05,1573-97926,7
FCn-,F,Y,SFLC052,4/28/2005 0:00,28-Apr-05,1573-97927,0
ACn-,M,Y,SFLC052,4/28/2005 0:00,28-Apr-05,1573-97928,0
WCP-,F,Y,SFLA051,4/29/2005 0:00,23-Jun-05,1573-97929,55
RCn-,F,Y,SFLA051,4/29/2005 0:00,05-Jun-05,1573-97930,37
GCn-,M,Y,SFLA051,4/29/2005 0:00,29-Apr-05,1573-97931,0
WCO-,M,Y,N7RD051,5/2/2005 0:00,13-May-13,1713-13336,2933
RCO-,F,Y,N7RD051,5/2/2005 0:00,10-May-06,1573-97933,373
GCO-,F,Y,N7RD051,5/2/2005 0:00,13-Jun-07,1573-97934,772
HCO-,M,Y,N7RD051,5/2/2005 0:00,11-Oct-05,1573-97935,162
WCn-,F,Y,MERL051,5/1/2005 0:00,20-May-05,1573-97936,19
RCL-,F,Y,MERL051,5/1/2005 0:00,15-Feb-06,1573-97937,290
GCL-,F,Y,MERL051,5/1/2005 0:00,23-Jun-05,1573-97938,53
HCL-,F,Y,MERL051,5/1/2005 0:00,13-Jul-06,1573-97939,438
LCH-,F,Y,ANGL051,5/2/2005 0:00,12-Apr-06,1573-97940,345
FCH-,F,Y,ANGL051,5/2/2005 0:00,16-Jun-08,1573-97941,1141
ACH-,M,Y,ANGL051,5/2/2005 0:00,11-Jul-08,1573-97942,1166
OCB-,F,Y,POLA052,4/30/2005 0:00,12-Dec-05,1573-97943,226
LCB-,M,Y,POLA052,4/30/2005 0:00,16-Jun-10,1573-97944,1873
FCB-,F,Y,POLA052,4/30/2005 0:00,12-Apr-06,1573-97945,347
ACn-,M,Y,POLA052,4/30/2005 0:00,30-Apr-05,1573-97946,0
HCn-,M,Y,MITA051,5/7/2005 0:00,12-May-05,1573-97959,5
BCP-,F,Y,MITA051,5/7/2005 0:00,16-Oct-07,1573-97960,892
PCP-,M,Y,MITA051,5/7/2005 0:00,14-Jan-09,1573-97961,1348
FCW-,F,Y,MATT051,5/9/2005 0:00,19-Jul-07,1573-97962,801
ACW-,M,Y,MATT051,5/9/2005 0:00,19-Oct-06,1573-97963,528
BCn-,M,Y,SCRP051,5/3/2005 0:00,09-May-05,1573-97964,6
PCO-,M,Y,SCRP051,5/3/2005 0:00,10-Jan-07,1573-97965,617
OCn-,F,Y,SCRP051,5/3/2005 0:00,03-May-05,1573-97966,0
LCn-,F,Y,HICE051,5/8/2005 0:00,13-May-05,1573-97967,5
FCO-,M,Y,HICE051,5/8/2005 0:00,14-Jun-06,1573-97968,402
ACO-,F,Y,HICE051,5/8/2005 0:00,10-Aug-06,1573-97969,459
BCn-,F,Y,BIGL052,5/8/2005 0:00,14-Jul-05,1573-97970,67
PCn-,F,Y,BIGL052,5/8/2005 0:00,18-May-05,1573-97971,10
FCn-,F,Y,BUBO051,5/10/2005 0:00,01-Jul-05,1573-97972,52
ACL-,F,Y,BUBO051,5/10/2005 0:00,16-Apr-14,1573-97973,3263
BCF-,F,Y,WCOP051,5/11/2005 0:00,13-Jul-06,1573-97974,428
PCF-,F,Y,WCOP051,5/11/2005 0:00,12-Sep-05,1573-97975,124
OCF-,M,Y,WCOP051,5/11/2005 0:00,15-Aug-05,1573-97976,96
LCA-,F,Y,JERE052,5/12/2005 0:00,15-Aug-05,1573-97977,95
FCA-,F,Y,JERE052,5/12/2005 0:00,11-Oct-05,1573-97978,152
ACn-,F,Y,JERE052,5/12/2005 0:00,13-May-05,1573-97979,1
PCn-,F,Y,SCUT052,5/11/2005 0:00,11-May-05,1573-97981,0
OCn-,F,Y,SCUT052,5/11/2005 0:00,29-Jun-05,1573-97982,49
BCL-,M,Y,PINE051,5/14/2005 0:00,19-Oct-06,1573-97983,523
PCL-,M,Y,PINE051,5/14/2005 0:00,12-Sep-05,1573-97984,121
OCL-,F,Y,PINE051,5/14/2005 0:00,05-Jul-05,1573-97985,52
LCL-,F,Y,PINE051,5/14/2005 0:00,12-Apr-06,1573-97986,333
LCP-,M,Y,CHOB052,5/14/2005 0:00,15-Aug-05,1573-97987,93
FCP-,F,Y,CHOB052,5/14/2005 0:00,12-Sep-05,1573-97988,121
ACP-,F,Y,CHOB052,5/14/2005 0:00,14-Nov-05,1573-97989,184
WCH=,M,Y,WLIN051,5/15/2005 0:00,12-Apr-16,1713-89767,3985
RCF-,F,Y,WLIN051,5/15/2005 0:00,17-Jul-09,1573-97991,1524
GCn-,M,Y,WLIN051,5/15/2005 0:00,15-May-05,1573-97992,0
WCR-,M,Y,TP39053,5/11/2005 0:00,12-Apr-16,1573-97993,3989
LCn-,F,Y,PLAZ053,5/18/2005 0:00,18-May-05,1573-97996,0
FCL-,F,Y,PLAZ053,5/18/2005 0:00,11-Sep-07,1573-97997,846
ACn-,F,Y,PLAZ053,5/18/2005 0:00,18-May-05,1573-97998,0
PCA-,M,Y,REED053,5/21/2005 0:00,12-Apr-16,1573-97999,3979
OCA-,M,Y,REED053,5/21/2005 0:00,15-Aug-05,1573-98000,86
WCB-,F,Y,SAND054,5/26/2005 0:00,18-Mar-10,1603-16604,1757
RCB-,M,Y,SAND054,5/26/2005 0:00,11-Jul-08,1603-16605,1142
GCB-,F,Y,SAND054,5/26/2005 0:00,10-Aug-06,1603-16606,441
WCn-,F,Y,LARR052,5/29/2005 0:00,03-Jun-05,1603-16607,5
RCW-,M,Y,LARR052,5/29/2005 0:00,19-Jul-07,1603-16608,781
HCG-,M,Y,SWAL051,6/2/2005 0:00,19-Oct-06,1603-16609,504
BCn-,M,Y,SWAL051,6/2/2005 0:00,20-Apr-05,1603-16610,-43
PCn-,M,Y,SWAL051,6/2/2005 0:00,03-Jun-05,1603-16611,1
OCn-,M,Y,CURY052,5/31/2005 0:00,01-Jun-05,1603-16612,1
LCn-,M,Y,CURY052,5/31/2005 0:00,31-May-05,1603-16613,0
WCA-,F,Y,CHOP054,6/13/2005 0:00,11-Jul-08,1603-16620,1124
RCn-,M,Y,CHOP054,6/13/2005 0:00,15-Jun-05,1603-16621,2
GCn-,F,Y,CHOP054,6/13/2005 0:00,15-Jun-05,1603-16622,2
HCn-,M,Y,CHOP054,6/13/2005 0:00,15-Jun-05,1603-16623,2
WCG-,M,Y,NSWL052,6/14/2005 0:00,12-Dec-05,1603-16624,181
RCn-,M,Y,NSWL052,6/14/2005 0:00,16-Jun-05,1603-16625,2
GCn-,M,Y,NSWL052,6/14/2005 0:00,16-Jun-05,1603-16626,2
LCF-,F,Y,LINX052,6/26/2005 0:00,12-Sep-05,1603-16629,78
FCn-,F,Y,LINX052,6/26/2005 0:00,14-Jul-05,1603-16630,18
ACn-,M,Y,LINX052,6/26/2005 0:00,27-Jun-05,1603-16631,1
-RCW,M,Y,HARY061,4/17/2006 0:00,14-Jan-09,1603-16640,1003
-GCW,F,Y,SLAK061,4/16/2006 0:00,16-Feb-11,1603-16641,1767
-HCW,F,Y,SLAK061,4/16/2006 0:00,16-Aug-07,1603-16642,487
-PCW,F,Y,DICE061,4/22/2006 0:00,16-Aug-07,1603-16644,481
-OCW,F,Y,DICE061,4/22/2006 0:00,15-Apr-08,1603-16645,724
-LCn,F,Y,DICE061,4/22/2006 0:00,22-Apr-06,1603-16646,0
-WCR,M,Y,XRDS061,4/22/2006 0:00,19-Jul-07,1603-16647,453
-RCR,F,Y,XRDS061,4/22/2006 0:00,14-Nov-12,1603-16648,2398
-GCn,F,Y,XRDS061,4/22/2006 0:00,22-Apr-06,1603-16649,0
-HCR,M,Y,CRSM061,4/23/2006 0:00,18-Aug-08,1603-16650,848
-BCR,M,Y,CRSM061,4/23/2006 0:00,18-Mar-10,1603-16651,1425
-PCR,F,Y,CRSM061,4/23/2006 0:00,15-Apr-08,1603-16652,723
-OCR,M,Y,SCUT061,4/22/2006 0:00,15-Jun-06,1603-16653,54
-LCR,F,Y,SCUT061,4/22/2006 0:00,16-May-07,1603-16654,389
-FCR,F,Y,SCUT061,4/22/2006 0:00,11-Sep-06,1603-16655,142
-ACR,M,Y,SCUT061,4/22/2006 0:00,19-Jul-07,1603-16656,453
-FCW,F,Y,BIGL061,4/23/2006 0:00,13-Feb-08,1603-16657,661
-ACW,F,Y,BIGL061,4/23/2006 0:00,10-Aug-06,1603-16658,109
-HCG,M,Y,FENC061,4/22/2006 0:00,18-Jul-06,1603-16660,87
-BCG,M,Y,FENC061,4/22/2006 0:00,10-Aug-06,1603-16661,110
-PCG,M,Y,FENC061,4/22/2006 0:00,18-Jul-06,1603-16662,87
